question	answer	opus	prompt
Steve le Tim ba nka qeto ya ho bona hore ke mang ya tla fihla pele hae ho tswa sekolong. Steve o dula hole, jwale o dumellwa ho sebedisa baesekele. Steve o dula dimaele tse 3 ho tswa sekolong mme a ka pala 440 feet ka motsotso. Tim o dula dimaele tse 2 ho tswa sekolong. Ha Tim a ka palama skateboard sa hae 264 feet ka motsotso, mohlodi o tla be a eme nako e kae ntlong pele ya hlotsweng a qeta tlhodisano?	4	[TextBlock(text='2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSteve le Tim ba nka qeto ya ho bona hore ke mang ya tla fihla pele hae ho tswa sekolong. Steve o dula hole, jwale o dumellwa ho sebedisa baesekele. Steve o dula dimaele tse 3 ho tswa sekolong mme a ka pala 440 feet ka motsotso. Tim o dula dimaele tse 2 ho tswa sekolong. Ha Tim a ka palama skateboard sa hae 264 feet ka motsotso, mohlodi o tla be a eme nako e kae ntlong pele ya hlotsweng a qeta tlhodisano?\n'}]}]
Shawnda o nka qeto ya hore bana ba sebaka sa habo ba ka sebedisa tshebeletso ya ho pompa mabidi a dibaesekele. O nka qeto ya hore tsela e molemo ya ho tjhaja ke ka thaere ka nngwe. Thaere e nngwe le e nngwe e bitsa disente tse 25 hore e pompuwe. Letsatsing la pele, batho ba 5 ba palameng dibaesekele ba ile ba tla ho pompa mabidi a mabedi. Batho ba 3 ba ile ba tla ho tla pompa mabidi a bona. Qetellong, ho ile ha fihla motho a le mong ka unicycle. O entse bokae letsatsing leo?	5	[TextBlock(text='450', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nShawnda o nka qeto ya hore bana ba sebaka sa habo ba ka sebedisa tshebeletso ya ho pompa mabidi a dibaesekele. O nka qeto ya hore tsela e molemo ya ho tjhaja ke ka thaere ka nngwe. Thaere e nngwe le e nngwe e bitsa disente tse 25 hore e pompuwe. Letsatsing la pele, batho ba 5 ba palameng dibaesekele ba ile ba tla ho pompa mabidi a mabedi. Batho ba 3 ba ile ba tla ho tla pompa mabidi a bona. Qetellong, ho ile ha fihla motho a le mong ka unicycle. O entse bokae letsatsing leo?\n'}]}]
Carl o reka dipakete tse 10 tsa dikuku. Pakete ka nngwe e na le dikuku tse tsheletseng. Kuku ka nngwe e bitsa R0.10. Carl o fumana tjhetjhe ya bokae ha a lefa ka bili ya R10?	4	[TextBlock(text='4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nCarl o reka dipakete tse 10 tsa dikuku. Pakete ka nngwe e na le dikuku tse tsheletseng. Kuku ka nngwe e bitsa R0.10. Carl o fumana tjhetjhe ya bokae ha a lefa ka bili ya R10?\n'}]}]
Dave o rekile pakete e kgolo ya di-chips mme a ja tse mashome le metso e mene pele letata la lewatle le utswa pakete ho tswa letsohong la hae. Ha letata la lewatle le fihla, le ila la e ja halofo ya di-chips tseo Dave a di jeleng. Di-penguin tse tharo di ile tsa le leleka dijong mme penguin ka nngwe ya ja di-chips tse tharo. Ha mamorao, racoon e ile ya utswa 2/3 ya di-chips tse setseng. Bohlwa bo ile ba nka chip ya ho qetela, ba siya tse hlano morao. Ho ne ho ena le di-chips tse kae hara pakete ha Dave a ne a di reka?	48	[TextBlock(text='50', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDave o rekile pakete e kgolo ya di-chips mme a ja tse mashome le metso e mene pele letata la lewatle le utswa pakete ho tswa letsohong la hae. Ha letata la lewatle le fihla, le ila la e ja halofo ya di-chips tseo Dave a di jeleng. Di-penguin tse tharo di ile tsa le leleka dijong mme penguin ka nngwe ya ja di-chips tse tharo. Ha mamorao, racoon e ile ya utswa 2/3 ya di-chips tse setseng. Bohlwa bo ile ba nka chip ya ho qetela, ba siya tse hlano morao. Ho ne ho ena le di-chips tse kae hara pakete ha Dave a ne a di reka?\n'}]}]
Ka Mantaha, Laboraro, le Labohlano, moithuti wa kholeje Kimo, o na le ditlelase tse tharo tse nkang hora ka nngwe. Ka Labobedi le Labone, o na le ditlelase tsa dihora tse pedi ka letsatsi. Simesteng se le seng, Kimo o nka dihora tse kae a le ditlelaseng?	272	[TextBlock(text='45', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKa Mantaha, Laboraro, le Labohlano, moithuti wa kholeje Kimo, o na le ditlelase tse tharo tse nkang hora ka nngwe. Ka Labobedi le Labone, o na le ditlelase tsa dihora tse pedi ka letsatsi. Simesteng se le seng, Kimo o nka dihora tse kae a le ditlelaseng?\n'}]}]
Bili o baka dirolo tse 300, di-croissant tsa tjhokolete tse 120, le di-baguette tse 60 ka letsatsi. Rolo ka nngwe e botelele ba diintjhi tse 4, croissant ka nngwe e botelele ba diintjhi tse 6, mme baguette ka nngwe e bolele ba 2 feet. Ha Bill a beha dijo tsena tse bakuweng ka botelele, di tla ba botelele bo bo kae ka tekanyetso ya di-feet?	280	[TextBlock(text='1440', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBili o baka dirolo tse 300, di-croissant tsa tjhokolete tse 120, le di-baguette tse 60 ka letsatsi. Rolo ka nngwe e botelele ba diintjhi tse 4, croissant ka nngwe e botelele ba diintjhi tse 6, mme baguette ka nngwe e bolele ba 2 feet. Ha Bill a beha dijo tsena tse bakuweng ka botelele, di tla ba botelele bo bo kae ka tekanyetso ya di-feet?\n'}]}]
Mosebetsi wa serapa sa diphoofolo o fepa ditshwene kaofela serapeng. O reka dipanana polasing ya lehae kamora dikgwedi tse ding le tse ding tse pedi. Haeba ditshwene di hloka dipanana tse 200, dikorila di hloka dipanana tse 400, dibabunu di hloka dipanana tse 100 kgwedi le kgwedi, o hloka ho reka dipanana tse kae tse tla lekana dikgwedi tse 2?	1400	[TextBlock(text='1400', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMosebetsi wa serapa sa diphoofolo o fepa ditshwene kaofela serapeng. O reka dipanana polasing ya lehae kamora dikgwedi tse ding le tse ding tse pedi. Haeba ditshwene di hloka dipanana tse 200, dikorila di hloka dipanana tse 400, dibabunu di hloka dipanana tse 100 kgwedi le kgwedi, o hloka ho reka dipanana tse kae tse tla lekana dikgwedi tse 2?\n'}]}]
Blake le Kelly ba tlhodisanong ya hore ke mang ya ka mathang kapele metsotsong e 15. Ba nka qeto ya ho hlodisana lebaleng la bolo ya maoto e bolele ba dimitara tse 100. Blake o matha makgetlo a 15. Kelly o matha lekgetlo le le leng, ebe o nka qeto ya hore ha a batle ho matha pela Blake, jwale o qala ho matha moleng wa dimitara tse 40. O etsa sena makgetlo a 34. Mohlodi o mathile bohole ba sebaka se sekae?	80	[TextBlock(text='1940', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBlake le Kelly ba tlhodisanong ya hore ke mang ya ka mathang kapele metsotsong e 15. Ba nka qeto ya ho hlodisana lebaleng la bolo ya maoto e bolele ba dimitara tse 100. Blake o matha makgetlo a 15. Kelly o matha lekgetlo le le leng, ebe o nka qeto ya hore ha a batle ho matha pela Blake, jwale o qala ho matha moleng wa dimitara tse 40. O etsa sena makgetlo a 34. Mohlodi o mathile bohole ba sebaka se sekae?\n'}]}]
Raphael o ile ho ya reka disebediswa tsa sekolo. O rekile dipene tse 4 tse bitsitseng R1.50 ka nngwe, dibukana tse pedi tse bitsang R4 ka nngwe, rim ya pampiri ya bond e bitsang R20. Raphael o sebedisitse bokae kaofela?	34	[TextBlock(text='34', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRaphael o ile ho ya reka disebediswa tsa sekolo. O rekile dipene tse 4 tse bitsitseng R1.50 ka nngwe, dibukana tse pedi tse bitsang R4 ka nngwe, rim ya pampiri ya bond e bitsang R20. Raphael o sebedisitse bokae kaofela?\n'}]}]
Finn o shebella dinqanqane tse 11 di sesa letamong. Hang o bona tse 6 di tswa tlasa lily pad, ebe o bone tse 2 di ipata tsasa lejwe. Finn o bona dinqanqane tse kae ka letamong jwale?	15	[TextBlock(text='3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nFinn o shebella dinqanqane tse 11 di sesa letamong. Hang o bona tse 6 di tswa tlasa lily pad, ebe o bone tse 2 di ipata tsasa lejwe. Finn o bona dinqanqane tse kae ka letamong jwale?\n'}]}]
Tanka ya metsi e botebo ba 17 feet ka Mantaha. Ka Labobedi tanka e ne e na le metsi a eketsehileng ka 7 feet. Ka Labobedi taka e na le metsi a 2/3 ya ao e neng e na le ona ka Labobedi. Ka Laboraro metsi a botebo bo bokae ka tankeng?	16	[TextBlock(text='16', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nTanka ya metsi e botebo ba 17 feet ka Mantaha. Ka Labobedi tanka e ne e na le metsi a eketsehileng ka 7 feet. Ka Labobedi taka e na le metsi a 2/3 ya ao e neng e na le ona ka Labobedi. Ka Laboraro metsi a botebo bo bokae ka tankeng?\n'}]}]
Anakin le Locsin ba ile lewatle kajeno. Anakin o tshwere di-starfish tse 10, di-sea horse tse 6, le di-clownfish tse 3. Ha Locsin a tshwere di-starfish tse nyane ho feta tsa Anakin ka palo ya 5, di-sea horse tse fokotsehileng ka palo ya 3, le di-clownfish tse eketsehileng ka palo ya 2 ho feta Anakin. Ba tshwasitse ditlhapi tse kae kaofela? 	32	[TextBlock(text='35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nAnakin le Locsin ba ile lewatle kajeno. Anakin o tshwere di-starfish tse 10, di-sea horse tse 6, le di-clownfish tse 3. Ha Locsin a tshwere di-starfish tse nyane ho feta tsa Anakin ka palo ya 5, di-sea horse tse fokotsehileng ka palo ya 3, le di-clownfish tse eketsehileng ka palo ya 2 ho feta Anakin. Ba tshwasitse ditlhapi tse kae kaofela? \n'}]}]
Ha mokotla wa dimabole o bitsa R20, mme theko e eketseha ka 20% kgweding e nngwe le e nngwe ya bobedi, mokotla dimabole o tla bitsa bokae kamora dikgwedi tse 36?	92	[TextBlock(text='466', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHa mokotla wa dimabole o bitsa R20, mme theko e eketseha ka 20% kgweding e nngwe le e nngwe ya bobedi, mokotla dimabole o tla bitsa bokae kamora dikgwedi tse 36?\n'}]}]
Phaposing ho na le dibapadiswa tse fapaneng: dikoloi tse 5 tse kgubedu, dibapadiswa tsa ntwa tse 3, le popo. Popi e bitsa jwalo ka dibapadiswa tsa ntwa tse 3 mme koloi e le nngwe e kgubedu e bitsa R4. Dibapadiswa kaofela di bitsa bokae ha dibapadiswa tsa ntwa di bitsa R5? 	50	[TextBlock(text='29', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nPhaposing ho na le dibapadiswa tse fapaneng: dikoloi tse 5 tse kgubedu, dibapadiswa tsa ntwa tse 3, le popo. Popi e bitsa jwalo ka dibapadiswa tsa ntwa tse 3 mme koloi e le nngwe e kgubedu e bitsa R4. Dibapadiswa kaofela di bitsa bokae ha dibapadiswa tsa ntwa di bitsa R5? \n'}]}]
Jackie o leka ho nka qeto ka hore o tla iketsetsa lekgetho la hae kapa o tla hira akhaothente. Ha a iketsetsa lekgetho, o tlo fokotsa dihora tsa 3 tsa mosebetsi wa hae, a lahlehelwa ke R35 ka hora. Akhaonthente e bitsa R90. O tla be a na le tjhelete e kae ha a hira akhaonthente?	15	[TextBlock(text='105', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJackie o leka ho nka qeto ka hore o tla iketsetsa lekgetho la hae kapa o tla hira akhaothente. Ha a iketsetsa lekgetho, o tlo fokotsa dihora tsa 3 tsa mosebetsi wa hae, a lahlehelwa ke R35 ka hora. Akhaonthente e bitsa R90. O tla be a na le tjhelete e kae ha a hira akhaonthente?\n'}]}]
Bakeng sa letsatsi la hae la tswalo la 30, Elvira o kgethile khomphutha e ntjha le mekgabiso e mengata bakeng sa mpho. O na le bajete ya R1500 eo a e fuweng ke leloko mme o nahana hore o tla kgona ho boloka bonyane bo itseng hore a reke diaparo. O ya lebenkeleng la dikhomphutha mme o kgetha motjhini o bitsang R1090 o nang le screen, keyboard le mouse. O nka le scanner ka R157, CD burner ka R74 le printer ka R102. O tla sallwa ke tjhelete e kae bakeng sa diaparo?	77	[TextBlock(text='77', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBakeng sa letsatsi la hae la tswalo la 30, Elvira o kgethile khomphutha e ntjha le mekgabiso e mengata bakeng sa mpho. O na le bajete ya R1500 eo a e fuweng ke leloko mme o nahana hore o tla kgona ho boloka bonyane bo itseng hore a reke diaparo. O ya lebenkeleng la dikhomphutha mme o kgetha motjhini o bitsang R1090 o nang le screen, keyboard le mouse. O nka le scanner ka R157, CD burner ka R74 le printer ka R102. O tla sallwa ke tjhelete e kae bakeng sa diaparo?\n'}]}]
Moahisane wa Sandra o mofa mmanki wa mahe a 9 kamehla ha a mo salletse le moradi wa hae. Ho etsa Spanish flan, o hloka mahe a 3. Ha Sandra a fuwe mosebetsi wa ho etsa di-Spanish flan tse 15 bakeng sa mokete wa ho nyolla mokotla wa sekolo, Sandra o tla hloka ho sala le ngwana ha kae?	5	[TextBlock(text='45', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMoahisane wa Sandra o mofa mmanki wa mahe a 9 kamehla ha a mo salletse le moradi wa hae. Ho etsa Spanish flan, o hloka mahe a 3. Ha Sandra a fuwe mosebetsi wa ho etsa di-Spanish flan tse 15 bakeng sa mokete wa ho nyolla mokotla wa sekolo, Sandra o tla hloka ho sala le ngwana ha kae?\n'}]}]
Seth o moholo habedi ho feta Brooke. Dilemong tse pedi, palo ya dilemo tsa bona e tla be e le 28. Seth o na le dilemo tse kae?	16	[TextBlock(text='14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSeth o moholo habedi ho feta Brooke. Dilemong tse pedi, palo ya dilemo tsa bona e tla be e le 28. Seth o na le dilemo tse kae?\n'}]}]
Jimmy o na le tjhelete e fetang ya Ethel ka R2. Ha Ethel a na le R8, Jimmy o na le bokae?	18	[TextBlock(text='10', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJimmy o na le tjhelete e fetang ya Ethel ka R2. Ha Ethel a na le R8, Jimmy o na le bokae?\n'}]}]
Pancho o tsamaya sebaka sa dimaele tse 20 ka letsatsi, ntle le mafelo a beke ha a tsamaya dimaele tse 10. O tsamaya dimaele tse kae ka beke?	120	[TextBlock(text='120', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nPancho o tsamaya sebaka sa dimaele tse 20 ka letsatsi, ntle le mafelo a beke ha a tsamaya dimaele tse 10. O tsamaya dimaele tse kae ka beke?\n'}]}]
Bente e reka yunifomo e ntjha. Yunifomo ka nngwe e tswa le katiba e bitsang R25, baki e bitsang theko ya katiba e atiswa hararo, le borikgwe bo bitsang theko ya katiba le ya baki. Yunifomo ka nngwe ke bokae?	150	[TextBlock(text='175', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBente e reka yunifomo e ntjha. Yunifomo ka nngwe e tswa le katiba e bitsang R25, baki e bitsang theko ya katiba e atiswa hararo, le borikgwe bo bitsang theko ya katiba le ya baki. Yunifomo ka nngwe ke bokae?\n'}]}]
Jake o tsamaya hara Musiamo wa Entomology. O bona dikgo tse 80 tse nang le maoto a 8 sekgo ka seng, dikokonyana tse 90 tse nang le maoto a 6 ka nngwe, le tse sa tlwaelehang tse senang lesapo la mokokotlo tse 3 tse nang le maoto a 10 ka nngwe. Jake o bona maoto a makae kajeno?	1210	[TextBlock(text='1330', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJake o tsamaya hara Musiamo wa Entomology. O bona dikgo tse 80 tse nang le maoto a 8 sekgo ka seng, dikokonyana tse 90 tse nang le maoto a 6 ka nngwe, le tse sa tlwaelehang tse senang lesapo la mokokotlo tse 3 tse nang le maoto a 10 ka nngwe. Jake o bona maoto a makae kajeno?\n'}]}]
Ho na le dinonyana tse nne Caboose. Sally Two o siya Granny Red ka dilemo tse tharo. Granny Red o feta Sally Four ka dilemo tsa hae di atisitswe habedi. Ha Sally Four a lekana le Sally Thirtytwo, mme Sally Thirtytwo a le dilemo di robedi, palo ya dinonyana tsena kaofela ke eng?	51	[TextBlock(text='48', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHo na le dinonyana tse nne Caboose. Sally Two o siya Granny Red ka dilemo tse tharo. Granny Red o feta Sally Four ka dilemo tsa hae di atisitswe habedi. Ha Sally Four a lekana le Sally Thirtytwo, mme Sally Thirtytwo a le dilemo di robedi, palo ya dinonyana tsena kaofela ke eng?\n'}]}]
Jessica o leka ho fumana hore o tshwanela ho lefa bokae dikolotong tsa hae ka kgwedi. Dikoloto tsa hae tsa thuto di batla tefo ya R300 ka kgwedi, dikarete tsa hae tsa mokitlane ke R200 ka kgwedi, mme bakeng sa ntlo o lefa R500 ka kgwedi. Ha Jessica a batla ho lefa tjhelete e fetang 50%, o lefa bokae ka selemo?	18000	[TextBlock(text='6000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJessica o leka ho fumana hore o tshwanela ho lefa bokae dikolotong tsa hae ka kgwedi. Dikoloto tsa hae tsa thuto di batla tefo ya R300 ka kgwedi, dikarete tsa hae tsa mokitlane ke R200 ka kgwedi, mme bakeng sa ntlo o lefa R500 ka kgwedi. Ha Jessica a batla ho lefa tjhelete e fetang 50%, o lefa bokae ka selemo?\n'}]}]
Billy o ebola le ho seha ditapole hore a etse salate ya ditapole bakeng sa pesonama ya lelapa ya kopano e kgolo. Ke mokete o moholo, jwale o na le ditapole tse 60. Ditapole di boholo bo lekanang, jwale o nka nako e tshwanang ya ho ebola le ho kgabela. Billy o nka motsotso le halofo ho ebola, empa o nka metsotswana e 5 ho kgabela. O nka nako e kae ho qeta ho sebetsana le ditapole? 	95	[TextBlock(text='390', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBilly o ebola le ho seha ditapole hore a etse salate ya ditapole bakeng sa pesonama ya lelapa ya kopano e kgolo. Ke mokete o moholo, jwale o na le ditapole tse 60. Ditapole di boholo bo lekanang, jwale o nka nako e tshwanang ya ho ebola le ho kgabela. Billy o nka motsotso le halofo ho ebola, empa o nka metsotswana e 5 ho kgabela. O nka nako e kae ho qeta ho sebetsana le ditapole? \n'}]}]
Juan le abuti wa hae Carlos ba rekisa lemonade. Ka gallon e le nngwe, disirilamunu di bitsa R3, ebe tswekere e bitsa R2. Ba rekisa kgalase e le nngwe ka R0.50 mme ba fumana dikgalase tse 20 ka gallon. Ha ba entse phaello ya R25, ba sebedisetse bokae ho disirilamunu?	15	[TextBlock(text='60', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJuan le abuti wa hae Carlos ba rekisa lemonade. Ka gallon e le nngwe, disirilamunu di bitsa R3, ebe tswekere e bitsa R2. Ba rekisa kgalase e le nngwe ka R0.50 mme ba fumana dikgalase tse 20 ka gallon. Ha ba entse phaello ya R25, ba sebedisetse bokae ho disirilamunu?\n'}]}]
Lebelong la di-asian tse 240, ho ne ho ena le Majapane a 80, mme ba bang e le Matjhaena. Haeba palo ya bashanyana sehlopheng sa Matjhaena e ne e le 60, banana ba ne ba le bakae moifong wa Matjhaena? 	100	[TextBlock(text='100', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nLebelong la di-asian tse 240, ho ne ho ena le Majapane a 80, mme ba bang e le Matjhaena. Haeba palo ya bashanyana sehlopheng sa Matjhaena e ne e le 60, banana ba ne ba le bakae moifong wa Matjhaena? \n'}]}]
Zaid o sebedisa 1/4 ya mokgolo wa hae mohirong, 1/3 mafureng a koloi mme o isa halofo e setseng bathong ba kojwana di mahetleng bao a ba ratang. O fa moradi wa hae R200 hore a e sebedise ditlhokong tsa hae hara beke mme o fa mosadi wa hae R700 hore a reke dijo le ditlhoko tse ding tsa katlung.	350	[TextBlock(text='1100', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nZaid o sebedisa 1/4 ya mokgolo wa hae mohirong, 1/3 mafureng a koloi mme o isa halofo e setseng bathong ba kojwana di mahetleng bao a ba ratang. O fa moradi wa hae R200 hore a e sebedise ditlhokong tsa hae hara beke mme o fa mosadi wa hae R700 hore a reke dijo le ditlhoko tse ding tsa katlung.\n'}]}]
Rani o na le makgala a fetang a Monic ka leshome, mme Monic o na le a manyane ho feta Bo ka palo ya 4. Haeba Bo o na le makgala a 40, kopanya palo yohle ya makgala eo boraro bona bo nang le yona.	122	[TextBlock(text='114', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRani o na le makgala a fetang a Monic ka leshome, mme Monic o na le a manyane ho feta Bo ka palo ya 4. Haeba Bo o na le makgala a 40, kopanya palo yohle ya makgala eo boraro bona bo nang le yona.\n'}]}]
Lloyd o kgola R10 ka hora mosebetsing wa ho ruta Mmetse. O rutile dihora tse 5 bekeng ya pele le dihora tse 8 bekeng ya bobedi. O kgotse bokae dibekeng tsa pele tse pedi?	130	[TextBlock(text='130', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nLloyd o kgola R10 ka hora mosebetsing wa ho ruta Mmetse. O rutile dihora tse 5 bekeng ya pele le dihora tse 8 bekeng ya bobedi. O kgotse bokae dibekeng tsa pele tse pedi?\n'}]}]
Bonkgetheng ba babedi ba batla ho ba baemedi ba tlelase sekolong sa Sarai. Ha mohlodi a fumana dikgetho tse 3/4 mme palo ya baithuti ba kgethileng e le 80, kopanya palo ya dikgetho eo motho ya hlotsweng a e fumaneng.	20	[TextBlock(text='20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBonkgetheng ba babedi ba batla ho ba baemedi ba tlelase sekolong sa Sarai. Ha mohlodi a fumana dikgetho tse 3/4 mme palo ya baithuti ba kgethileng e le 80, kopanya palo ya dikgetho eo motho ya hlotsweng a e fumaneng.\n'}]}]
Sandra, eo e leng setsebi sa dipalesa, ha a thabela odara ya Fred e sa phethahalang. Sandra o ne a kentse odara ya dipalesa tsa di-rose tse kgubedu tse fetang tse tshweu ha 4 ka palo, tsa di-carnation. O kentse odara ya di-calla lilies tse pinki tse 200, tseo di neng di feta palo ya di-carnations ha 5. Sandra o tshepisitse ho reka lebenkeleng le leng haeba di-rose tse sa fihlang di sa tliswe ka 5pm. Ho se lahlehelwe ke kgwebo ya Sandra, Fred o tshwanela ho fana ka di-rose tse kgubedu tse kae pele ho 5pm?   	160	[TextBlock(text='204', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSandra, eo e leng setsebi sa dipalesa, ha a thabela odara ya Fred e sa phethahalang. Sandra o ne a kentse odara ya dipalesa tsa di-rose tse kgubedu tse fetang tse tshweu ha 4 ka palo, tsa di-carnation. O kentse odara ya di-calla lilies tse pinki tse 200, tseo di neng di feta palo ya di-carnations ha 5. Sandra o tshepisitse ho reka lebenkeleng le leng haeba di-rose tse sa fihlang di sa tliswe ka 5pm. Ho se lahlehelwe ke kgwebo ya Sandra, Fred o tshwanela ho fana ka di-rose tse kgubedu tse kae pele ho 5pm?   \n'}]}]
Jean o feta Mark ka dilemo tse pedi. Dilemong tse pedi tse fetileng, Mark o ne a le dilemo di 5 ho feta halofo ya Jan. Haeba Jan a le dilemo di 30, Jean o dilemo di kae?	23	[TextBlock(text='28', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJean o feta Mark ka dilemo tse pedi. Dilemong tse pedi tse fetileng, Mark o ne a le dilemo di 5 ho feta halofo ya Jan. Haeba Jan a le dilemo di 30, Jean o dilemo di kae?\n'}]}]
Dihlopha tse pedi tsa mabelo di hlodisana lebelong la dimithara tse 400 tsa relay; lebelong leo ho lona sehlopha ka seng se hlodisanang se nang le ditho tse nne moo setho ka seng se mathang dimithara tse 400, kapa lap e le nngwe, ho pota lebala. Se seng sa dihlopha tsena se na le bokgoni mme setho ka seng se tla matha dimithara tse 400 metsotswaneng e 55. Sehlopha se seng ha se na bokgoni boo; semathi sa bona sa pele se tla matha lebelo la dimithara tse 400 ka metsotswana e 60 ebe semathi se seng le se seng se tla latela metsotswana e 3 kapele ho feta semathi se fetileng. Sebedisa dintlha tseba ho fumana hore sehlopha se nang le lebelo se tla hlola ka metsotswana e mekae?	2	[TextBlock(text='12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDihlopha tse pedi tsa mabelo di hlodisana lebelong la dimithara tse 400 tsa relay; lebelong leo ho lona sehlopha ka seng se hlodisanang se nang le ditho tse nne moo setho ka seng se mathang dimithara tse 400, kapa lap e le nngwe, ho pota lebala. Se seng sa dihlopha tsena se na le bokgoni mme setho ka seng se tla matha dimithara tse 400 metsotswaneng e 55. Sehlopha se seng ha se na bokgoni boo; semathi sa bona sa pele se tla matha lebelo la dimithara tse 400 ka metsotswana e 60 ebe semathi se seng le se seng se tla latela metsotswana e 3 kapele ho feta semathi se fetileng. Sebedisa dintlha tseba ho fumana hore sehlopha se nang le lebelo se tla hlola ka metsotswana e mekae?\n'}]}]
Jerry o bapala ka ledaese la mahlakore a tsheletseng. Ho na le menyetla e mekae, ya diphesente, ya hore a bapala nomoro e fetang 3 ha a bapala dimonoro tse pedi ka tatelano.	25	[TextBlock(text='44', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJerry o bapala ka ledaese la mahlakore a tsheletseng. Ho na le menyetla e mekae, ya diphesente, ya hore a bapala nomoro e fetang 3 ha a bapala dimonoro tse pedi ka tatelano.\n'}]}]
Jenna le mme wa hae ba kgile diapole ho tswa polasing ya bona ya diapole. Jenna o kgile tse lekanang halofo ya tseo mme wa hae a e kgileng. Ha mme wa hae a kgile diapole tse 20, bobedi ba bona ba kgile tse kae?	30	[TextBlock(text='60', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJenna le mme wa hae ba kgile diapole ho tswa polasing ya bona ya diapole. Jenna o kgile tse lekanang halofo ya tseo mme wa hae a e kgileng. Ha mme wa hae a kgile diapole tse 20, bobedi ba bona ba kgile tse kae?\n'}]}]
