q_id,subject,split,question,translate_question,choice_A,translate_choice_A,choice_B,translate_choice_B,choice_C,translate_choice_C,choice_D,translate_choice_D,answer
52,elementary_mathematics,test,Which situation can be represented by the fraction 20/8?,Ni hali gani inaweza kuwakilishwa na akisami hii 20/8?,Leslie spent 20 dollars and 8 cents at a store. How is the amount of money Leslie spent written as a fraction?,Leslie alitumia dola 20 na senti 8 kwenye duka. Ni kiasi gani cha pesa ambacho Leslie alitumia kikiandikwa kama akisami?,Mr. Kramer’s 8 grandchildren shared 20 crackers equally. How many crackers did each grandchild get?,Mheshimiwa Wajukuu 8 wa Kramer waligawana biskuti 20 kwa usawa. Kila mjukuu alipokea biskuti ngapi?,Mitch bought 20 containers of flowers at a plant store. Each container had 8 flowers in it. How many flowers did Mitch buy?,"Mitch alinunua madebe 20 ya maua kwenye duka la mimea. Kila debe lilikuwa na maua 8 ndani yake. Je, Mitch alinunua maua mangapi?",Stamps are sold in booklets of 20 stamps. Donna used 8 stamps to send invitations for a party. How many booklets of stamps did Donna use to send her invitations?,"Stempu zinauzwa katika vijitabu vya stempu 20. Donna alitumia stempu 8 kutuma mialiko ya karamu. Je, Donna alitumia vijitabu vingapi kutuma mialiko yake?",B
53,elementary_mathematics,test,"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?","Ikiwa treni ya mizigo itasafiri kwa kasi ya maili 20 kwa saa, kwa saa 6, itasafiri umbali gani?",120 miles,maili 120,80 miles,maili 80,26 miles,maili 26,12 miles,maili 12,A
54,elementary_mathematics,test,Which step explains how to find the value of a in 6a = 72?,Ni hatua gani inaelezea jinsi ya kupata thamana ya a katika 6a = 72?,add 6 to both sides,ongeza 6 kwa pande zote mbili,divide both sides by 6,gawanya pande zote mbili kwa 6,multiply both sides by 6,zidisha pande zote mbili kwa 6,subtract 6 from both sides,ondoa 6 kutoka pande zote mbili,B
55,elementary_mathematics,test,"Coach Wu has a total of 30 soccerballs. 9 soccer balls are white. The remaining soccer balls are one of three different colors (blue, pink, or green). There is an equal numberof blue, pink, and green balls How many green soccer balls does Coach Wu have?","Kocha Wu ana jumla ya mipira 30 ya soka. Mipira 9 ya soka ni nyeupe. Mipira ya soka iliyobaki ni mojawapo ya rangi tatu tofauti (bluu, waridi, au kijani). Kuna idadi sawa ya mipira ya bluu, waridi na kijani. Je, Kocha Wu ana mipira mingapi ya soka yenye rangi ya kijani?",7,7,10,10,21,21,39,39,A
56,elementary_mathematics,test,The temperature dropped 11°F between 6 P.M. and 10 P.M. It was 84°F at 10 P.M. Write and solve an equation to find t the temperature at 6 P.M.,Kiwango cha joto kilipungia kwa 11°F kati ya 6 P.M na 10 P.M. Ilikuwa 84°F saa 10 P.M. Andika na utatue mlinganyo ili kupata kiwango cha joto saa 6 P.M.,84 − 11 = t; 73°F,84 − 11 = t; 73°F,t − 84 = 11; 95°F,t − 84 = 11; 95°F,84 − t = 11; 73°F,84 − t = 11; 73°F,t − 11 = 84; 95°F,t − 11 = 84; 95°F,D
57,elementary_mathematics,test,Theresa had a bag of 72 marbles. She put the marbles into 9 equal groups. Which number sentence shows how to find the number of marbles Theresa put into each group?,Theresa alikuwa na begi la magololi 72. Aliweka magololi hayo katika vikundi 9 sawa. Ni sentensi gani ya nambari inayoonyesha jinsi ya kupata idadi ya magololi ambayo Theresa aliweka katika kila kikundi?,72 ÷ 9 = 8,72 ÷ 9 = 8,72 – 9 = 63,72 – 9 = 63,9 + 72 = 81,9 + 72 = 81,9 ÷ 72 = 0.125,9 ÷ 72 = 0.125,A
58,elementary_mathematics,test,Rob uses 1 box of cat food every 5 days to feed his cats. Approximately how many boxes of cat food does he use per month?,Rob hutumia kijisanduku kimoja cha chakula cha paka kila baada ya siku 5 kuwalisha paka wake. Kwa wastani anatumia vijisanduku vingapi vya chakula cha paka kwa mwezi?,2 boxes,Vijisanduku 2,4 boxes,Vijisanduku 4,5 boxes,Vijisanduku 5,6 boxes,Vijisanduku 6,D
59,elementary_mathematics,test,What is the least common multiple of 4 and 10?,"Je, ni kizidishio gani kidogo kwa ujumla cha 4 na 10?",14,14,20,20,40,40,60,60,B
60,elementary_mathematics,test,Find 4 over 7 + 2 over 7.,Tatua 4 juu ya 7 + 2 juu ya 7.,6 over 14,,8 over 49,,14 over 28,,6 over 7,,D
61,elementary_mathematics,test,How many years are there in a decade?,Kuna miaka mingapi katika muongo mmoja?,5,5,10,10,15,15,20,20,B
62,elementary_mathematics,test,There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?,Kuna siku 31 katika mwezi wa Januari. Michelle alifanya mazoezi ya kuinua mwili mara 45 kila siku kwa mwezi mmoja. Alitumia njia iliyoonyeshwa hapa chini ili kujua ni mara ngapi alifanya zoezi hilo katika mwezi wa Januari. 31 × 45 Michelle alifanya zoezi hilo mara ngapi katika mwezi wa Januari?,125 push-ups,mara 125,279 push-ups,mara 279,"1,395 push-ups","mara 1,395","1,406 push-ups","mara1,406",C
63,elementary_mathematics,test,Two whole numbers have a least common multiple of 60. Each number is less than or equal to 12. The greatest common factor of the two numbersis 2. What are the two numbers?,"Nambari mbili nzima zina kizidishio cha chini kwa ujumla cha 60. Kila nambari ni chini ya au sawa na 12. Nambari kubwa zaidi inayoweza kugawanya nambari hizo mbili ni 2. Je, nambari hizo mbili ni gani?",6 and 10,6 na 10,5 and 12,5 na 12,10 and 12,10 na 12,12 and 15,12 na 15,C
64,elementary_mathematics,test,Evaluate −2(x − 3) for x = 2.,Tathmini −2(x − 3) ikiwa x = 2.,-4,-4,-2,-2,10,10,2,2,D
65,elementary_mathematics,test,There are 230 calories in 4 ounces of a type of ice cream. How many calories are in 6 ounces of that ice cream?,Kuna kalori 230 katika aina moja ya aiskrimu yenye uzito wa aunsi 4. Ni kalori ngapi zilizo katika aunsi 6 za aiskrimu hiyo?,232,232,236,236,345,345,460,460,C
66,elementary_mathematics,test,Estimate 711 + 497. The sum is between which numbers?,Kadiria 711 + 497. Jumla ni kati ya nambari gani?,50 and 400,50 na 400,450 and 700,450 na 700,"750 and 1,000","750 na 1,000","1,050 and 1,300","1,050 na 1,300",D
67,elementary_mathematics,test,"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?","Bw. Kohlberg ana duka la maua. Mwanzoni mwa siku, alikuwa na maua ya waridi 152. Bw. Kohlberg aliuza waridi 96 na kisha alitaka kugawanya waridi zilizobaki kwa usawa kati ya chupa 8 za maua. Jumla ya maua ya waridi katika kila chupa yatakuwa mangapi?",7,7,12,12,48,48,56,56,A
68,elementary_mathematics,test,Estimate 32 x 68. The product is between what numbers?,Kadiria 32 x 68. Suluhisho ni kati ya nambari gani?,18 and 28,18 na 28,180 and 280,180 na 280,"1,800 and 2,800","1,800 na 2,800","18,000 and 28,000","18,000 na 28,000",C
69,elementary_mathematics,test,Write the prime factorization of 77. Use exponents where possible.,Andika uainishaji mkuu wa 77. Tumia vipeo inapowezekana.,7 • 11^2 • 13,7 • 11^2 • 13,7^2 • 11,7^2 • 11,7 • 11 • 13,7 • 11 • 13,7 • 11,7 • 11,D
70,elementary_mathematics,test,Magazines costs $2.99 each and books costs $6.99 each at the Old Town Newsstand. What is the total cost of 4 magazines and 3 books?,"Majarida yanagharimu $2.99 kila moja na vitabu vinagharimu $6.99 kila moja kwenye Duka la Magazeti la Old Town. Je, ni gharama gani ya jumla ya magazeti 4 na vitabu 3?",$20.93,$20.93,$28.93,$28.93,$32.93,$32.93,$48.93,$48.93,C
71,elementary_mathematics,test,"Umi created the number pattern that follows by adding the same amount each time to get the next number. 20, 40, 60, 80, ... What will be the eighth number in the pattern?","Umi aliunda mtindo wa nambari unaofuata kwa kuongeza kiasi sawa kila wakati ili kupata nambari inayofuata. 20, 40, 60, 80, ... Je, nambari ya nane itakuwa gani kwenye mtindo huu?",160,160,240,240,320,320,640,640,A
72,elementary_mathematics,test,Write 7 over 33 as a decimal.,Andika 7 juu ya 33 kama desimali.,0.021 repeating,0.021 ikijirudia,0.21 Repeating,0.21 ikijirudia,0.22 Repeating,0.22 ikijirudia,0.2121,0.2121,B
73,elementary_mathematics,test,Westview School is buying new basketball uniforms. Each uniform costs $46. The school will buy 12 uniforms. Which equation shows a way to find the total cost of the uniforms?,Shule ya Westview inanunua sare mpya za mpira wa vikapu. Kila sare inagharimu $46. Shule itanunua sare 12. Mlinganyo upi unaonyesha njia ya kupata gharama ya jumla ya sare?,(40 × 10) + (6 × 2) = 400 + 12,(40 × 10) + (6 × 2) = 400 + 12,(40 × 6) + (10 × 2) = 240 + 20,(40 × 6) + (10 × 2) = 240 + 20,(40 × 12) + (6 × 12) = 480 + 72,(40 × 12) + (6 × 12) = 480 + 72,(40 × 12) + (60 × 12) = 480 + 720,(40 × 12) + (60 × 12) = 480 + 720,C
74,elementary_mathematics,test,Manuel bought a used car for six thousand forty-nine dollars. What is the cost of the used car Manuel bought written as a numeral?,Manuel alinunua gari lililotumika kwa dola elfu sita arobaini na tisa. Gharama ya gari hili ambalo Manuel alinunua ikiandikwa kama nambari ni nini?,$649,$649,"$6,049","$6,049","$6,409","$6,409","$6,490","$6,490",B
75,elementary_mathematics,test,"Yesterday, Micah ate an even number of strawberries. He also ate an odd number of apples. Which group could represent the strawberries, S, and apples, A, Micah ate yesterday?","Jana, Mika alikula idadi ya stroberi inayoweza kugawika mara mbili. Pia alikula idadi isiyoweza kugawika mara mbili ya  matufaha. Ni kundi gani lingeweza kuwakilisha stroberi, S, na matufaha, A, alizokula Mika jana?",SSSSS; AAA,SSSSS; AAA,SSSSS; AAAA,SSSSS; AAAA,SSSSSSSS; AAAA,SSSSSSSS; AAAA,SSSSSSSS; A,SSSSSSSS; A,D
76,elementary_mathematics,test,Cat food costs $.47/lb. How much does a 6-lb bag cost?,"Chakula cha paka kinagharimu $.47/lb. Je, mfuko wa lb 6 unagharimu kiasi gani?",$2.82,$2.82,$2.97,$2.97,$6.47,$6.47,$12.77,$12.77,A
77,elementary_mathematics,test,Write 60 over 72 in simplest form.,Andika 60 juu ya 72 kwa njia rahisi zaidi.,4 over 6,4 juu ya 6,10 over 12,10 juu ya12,15 over 17,15 juu ya 17,5 over 6,5 juu ya 6,D
78,elementary_mathematics,test,Write the ratio of 2 cups to 3 qt as a fraction in simplest form.,Andika uwiano wa vikombe 2 kwa 3 qt kama akisami katika njia rahisi zaidi.,3 over 2,3 juu ya 2,2 over 3,2 juu ya 3,2 over 12,2 juu ya 12,1 over 6,1 juu ya 6,D
79,elementary_mathematics,test,"The Mills Library has 1,007,199 books. The Springvale Library has 907,082 books. Which of the following is the best estimate of how many more books the Mills Library has than the Springvale Library?","Maktaba ya Mills ina vitabu 1,007,199. Maktaba ya Springvale ina vitabu 907,082. Ni ipi kati ya yafuatayo ndiyo makadirio bora zaidi ya vitabu vingapi zaidi Maktaba ya Mills inayo kuliko Maktaba ya Springvale?","100,000 books","vitabu 100,000","80,000 books","vitabu 80,000","10,000 books","vitabu 10,000","8,000 books","vitabu 8,000",A
80,elementary_mathematics,test,"Pat bounces a basketball 25 times in 30 seconds. At that rate, approximately how many times will Pat bounce the ball in 150 seconds?","Pat anapigisha mpira wa kikapu chini mara 25 ndani ya sekunde 30. Kwa mwendo huo, Pat ataupiga mpira takriban mara ngapi ndani ya sekunde 150?",120,120,125,125,144,144,145,145,B
81,elementary_mathematics,test,Use a number line to find the sum of −9 + (−8).,Tumia mstari wa nambari kupata jumla ya -9 + (−8).,-17,-17,1,1,-1,-1,17,17,A
82,elementary_mathematics,test,What is the value of y in the equation y/4 = 8?,Thamana ya y ni nini katika mlinganyo y/4 = 8?,2,2,4,4,12,12,32,32,D
83,elementary_mathematics,test,Write 4 and 4 over 5 as an improper fraction.,Andika 4 na 4 juu ya 5 kama akisami ambayo nambari ya juu ni kubwa kuliko ya chini,28 over 5,28 juu ya 5,4 over 5,4 juu ya 5,24 over 5,24 ju ya 5,20 over 5,20 juu ya 5,C
84,elementary_mathematics,test,"The weight of an object on the moon, m, is about q of the object’s weight on Earth, e. Which equation represents the approximate weight of an object on the moon in terms of the object's weight on Earth?","Uzito wa kitu kwenye mwezi, m, ni karibu q ya uzito wa kitu hicho duniani, e. Ni mlinganyo gani unaowakilisha takriban uzito wa kitu hiki kwenye mwezi kulingana na uzito wake duniani?",m = 1/6 + e,m = 1/6 + e,m = e/6,m = e/6,m = 6+e,m = 6+e,m = 6e,m = 6e,B
85,elementary_mathematics,test,8 + 8 ÷ 2 + 2 =,8 + 8 ÷ 2 + 2 =,4,4,8,8,10,10,14,14,D
86,elementary_mathematics,test,What value of y makes y + 2.9 = 11 true?,Ni thamana gani ya y inafanya y + 2.9 = 11 kuwa kweli?,8.1,8.1,8.9,8.9,9.1,9.1,13.9,13.9,A
87,elementary_mathematics,test,What is the supplement of a 40° angle?,"Je, ni nyongeza gani ya pembe ya 40° inaoifanya kuwa 180°?",50°,50°,130°,130°,140°,140°,220°,220°,C
88,elementary_mathematics,test,"Kerri ran the same distance in four different races. Her times were 18.04 seconds, 21.39 seconds, 12.99 seconds, and 14.14 seconds. If the individual times are rounded to the nearest one-tenth of a second, what is the estimate of Kerri's total time for all four races?","Kerri alikimbia umbali sawa katika mbio nne tofauti. Nyakati zake zilikuwa sekunde 18.04, sekunde 21.39, sekunde 12.99, na sekunde 14.14. Ikiwa nyakati binafsi za mtu zimefupishwa hadi karibu kumi moja ya sekunde, makadirio ya jumla ya muda aliotumia Kerri kwa mbio zote nne ni gani?",66.6 seconds,sekkunde 66.6,66.5 seconds,sekunde 66.5,66 seconds,sekunde 66,65.5 seconds,sekunde 65.5,B
89,elementary_mathematics,test,Solve 3 over 4 * x = 24.,Tatua 3 juu ya 4 * x = 24.,18,18,32,32,72,72,96,96,B
90,elementary_mathematics,test,Find the exact answer: 110 + 70,Pata jibu kamili: 110 + 70,18,18,81,81,180,180,810,810,C
91,elementary_mathematics,test,A zoo has 15 toucans and 60 parrots. What is the ratio of the number of toucans to the number of parrots at the zoo?,Bustani moja ya wanyama ina ndege aina ya toucan 15 na kasuku 60. Ni nini uwiano wa idadi ya toucans kwa idadi ya kasuku katika bustani ya wanyama?,1:04,1:04,1:05,1:05,4:01,4:01,4:05,4:05,A
92,elementary_mathematics,test,What is the greatest common factor of 36 and 90?,Nambari kubwa zaidi inayoweza kugawanya 36 na 90 ni gani?,6,6,18,18,36,36,180,180,B
93,elementary_mathematics,test,Find the value of 6 • 24 ÷ (8 − 5).,Pata thamana ya 6 • 24 ÷ (8 − 5).,48,48,13,13,-13,-13,54,54,A
94,elementary_mathematics,test,What is the greatest common factor of 42 and 84?,Nambari kubwa zaidi inayoweza kugawanya 42 na 84 ni gani?,7,7,21,21,42,42,84,84,C
95,elementary_mathematics,test,Ms. Gutierrez needs to order rope for her gym class of 32 students. Each student will receive a piece of rope that is 5 feet 8 inches long. What is the total length of rope Ms. Gutierrez needs to order for her class?,"Bi. Gutierrez anahitaji kuagiza kamba kwa ajili ya darasa lake la mazoezi lenye wanafunzi 32. Kila mwanafunzi atapokea kipande cha kamba chenye urefu wa futi 5 na inchi 8. Je, urefu wa jumla wa kamba ambao Bi. Gutierrez anahitaji kuagiza kwa ajili ya darasa lake ni upi?",106 feet 8 inches,futi 106 inchi 8,154 feet 8 inches,futi 154 inchi 8,160 feet 8 inches,futi 160 inchi 8,181 feet 4 inches,futi 181 inchi 4,D
96,elementary_mathematics,test,"In December, a toy store sold 934 puzzles. Each puzzle cost $6, including tax. What was the total cost of the puzzles sold, including tax?","Mnamo Desemba, duka la vifaa vya kuchezea liliuza michezo 934 ya mafumbo. Kila fumbo linagharimu $6, ikijumuisha ushuru. Je, ni gharama ya jumla ya mafumbo yaliyouzwa ni gani, ikiwa ni pamoja na ushuru?","$5,434","$5,434","$5,484","$5,484","$5,604","$5,604","$5,684","$5,684",C
97,elementary_mathematics,test,"What is the measure, in degrees, of an angle that is equivalent to 1/360 of a circle?","Kipimo katika nyuzi, cha pembe inayolingana na 1/360 ya mduara ni kipi?",1,1,90,90,180,180,360,360,A
98,elementary_mathematics,test,Find the number that makes the statement true: 26.1 mm = _ dm.,Pata nambari inayofanya taarifa hii kuwa ya kweli: 26.1 mm = _ dm.,0.261,0.261,261,261,2.61,2.61,"2,610","2,610",A
99,elementary_mathematics,test,A salad dressing is made by combining 2 parts vinegar with 5 parts oil. How many ounces of oil should be mixed with 9 ounces of vinegar?,Mchuzi wa saladi unafanywa kwa kuchanganya sehemu 2 za siki na sehemu 5 za mafuta. Ni aunsi ngapi za mafuta zinapaswa kuchanganywa na aunsi 9 za siki?,2,2,3.6,3.6,22.5,22.5,63,63,C
0,high_school_geography,dev,The rate of natural increase of a population is found by subtracting the,Kiwango cha ongezeko la asili la idadi ya watu hupatikana kwa kutoa,crude death rate from the crude birth date.,kiwango ambacho watu wanaokufa kutoka kwa kiwango cha wanaozaliwa katika idadi ya watu kwa muda fulani,crude birth rate from the crude death rate.,kiwango ambacho watu wanaozaliwa kutoka kwa kiwango cha wanaokufa katika idadi ya watu kwa muda fulani,doubling time from the crude birth rate.,kuongeza muda mara dufu kwa kiwango ambacho watu wanakufa katika idadi ya watu kwa muda fulani,fertility rate from the crude death rate.,kiwango cha uzazi kutokana na kiwango cha vifo katika idadi ya watu kwa muda fulani,A
1,high_school_geography,dev,"During the third stage of the demographic transition model, which of the following is true?","wakati wa hatua ya tatu ya hatua ambazo nchi hupitia wakati wa kuhama kutoka hali isio ya viwanda hadi hali ya viwanda, ni gani kati ya yafuatayo ni kweli?",Birth rates increase and population growth rate is less rapid.,Viwango vya kuzaliwa vinaongezeka huku kiwango cha ukuaji wa idadi ya watu kikiwa cha chini sana.,Birth rates decline and population growth rate is less rapid.,Viwango vya kuzaliwa vinapungua huku kiwango cha ukuaji wa idadi ya watu kikiwa cha chini sana.,Birth rates increase and population growth rate increases.,Viwango vya kuzaliwa huongezeka na kiwango cha ukuaji wa idadi ya watu huongezeka.,Birth rates decrease and population growth rate increases.,Viwango vya kuzaliwa hupungua na kiwango cha ukuaji wa idadi ya watu hupungua.,B
