question	answer	prompt	gpt_4	verbalized
Ithangi lamanzi lijule ngangezinyawo eziwu 7 ngoMsombuluko. NgoLwesibili, ithangi lamanzi linyukile okungangezinyawo eziwu 7. Ngolwesithathu, ukujula kwamanzi kuwokubili kokuthathu kokwangoLwesibili. Lijule kangakanani ithangi lamanzi ngoLwesithathu?	16	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIthangi lamanzi lijule ngangezinyawo eziwu 7 ngoMsombuluko. NgoLwesibili, ithangi lamanzi linyukile okungangezinyawo eziwu 7. Ngolwesithathu, ukujula kwamanzi kuwokubili kokuthathu kokwangoLwesibili. Lijule kangakanani ithangi lamanzi ngoLwesithathu?\n'}]	28	28
U-Anakin noLocsin baye ebhishi namuhla. U-Anakin uthole i-starfish eziwu 10, namahhashi amanzi awu 6, nama-clownfish awu 3.  Ngaleyonkathi uLocsin ubambe ezincane ngeziwu 5 ukunezika Anakin, amahhashi amanzi abemancane ngawu 3 ukunawa Anakin, nama-clownfish amaningi ngawu 2 ukunawa Anakin. Bakwazi ukubamba ofishi abangaki?	32	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nU-Anakin noLocsin baye ebhishi namuhla. U-Anakin uthole i-starfish eziwu 10, namahhashi amanzi awu 6, nama-clownfish awu 3.  Ngaleyonkathi uLocsin ubambe ezincane ngeziwu 5 ukunezika Anakin, amahhashi amanzi abemancane ngawu 3 ukunawa Anakin, nama-clownfish amaningi ngawu 2 ukunawa Anakin. Bakwazi ukubamba ofishi abangaki?\n'}]	43	43
Uma izikhwama zezimabuli zibiza u$20 futhi nenani lizonyuka ngo 20% layo langempela njalo ezinyangeni ezimbili, Zingabiza malini izikhwama zama mabuli emvakwezinyanga eziwu 36?	92	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUma izikhwama zezimabuli zibiza u$20 futhi nenani lizonyuka ngo 20% layo langempela njalo ezinyangeni ezimbili, Zingabiza malini izikhwama zama mabuli emvakwezinyanga eziwu 36?\n'}]	26214	26214
Ekameleni, kunamathoyizi ahlukene: izimoto ezibovu eziwu 5, ama-action figures awu 3, nonodoli. Unodoli ubiza ngokufanayo nama-action figures awu 3 futhi nemoto ebovu eyodwa ibiza $4. Imalini inani lamathoyizi ewonke, kwinani lama-action figures awu $5?	50	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEkameleni, kunamathoyizi ahlukene: izimoto ezibovu eziwu 5, ama-action figures awu 3, nonodoli. Unodoli ubiza ngokufanayo nama-action figures awu 3 futhi nemoto ebovu eyodwa ibiza $4. Imalini inani lamathoyizi ewonke, kwinani lama-action figures awu $5?\n'}]	62	62
UJackie uzama ukwenza isinqumo izintela zakhe ngokwakhe noma aqashe i-accountant. Uma ezenzela yena intela, uzokwazi ukwenza amahora awu 3 amancane emsebenzini ezimele, ukuhlukana no$35  ngehora emalini ongayitholanga. I-accountant ibiza u$90. Imalini ngaphezulu azoba nayo uma eqasha i-accountant?	15	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJackie uzama ukwenza isinqumo izintela zakhe ngokwakhe noma aqashe i-accountant. Uma ezenzela yena intela, uzokwazi ukwenza amahora awu 3 amancane emsebenzini ezimele, ukuhlukana no$35  ngehora emalini ongayitholanga. I-accountant ibiza u$90. Imalini ngaphezulu azoba nayo uma eqasha i-accountant?\n'}]	15	15
Ngosuku lokuzalwa luka 30, u-Elvira wakhetha ikhompuyutha entsha enezinsiza eziningi njengesipho. Unemali engango $1500 abanikele ngayo bewumndeni futhi ucabange ukuthi uzogcina imali encane ukuthi akwazi ukuthenga ingubo. Uya kwisitolo samakhompuyutha futhi wakhetha umshini obiza u€1090 onesi-screen, i-keyboard kanye ne-mouse. Uthatha nama-scanner  ngo €157, ne-CD burner ebiza €74 kanye nephrinta ngo €102. Imalini ezosala ukuthi athenge izimpahla?	77	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNgosuku lokuzalwa luka 30, u-Elvira wakhetha ikhompuyutha entsha enezinsiza eziningi njengesipho. Unemali engango $1500 abanikele ngayo bewumndeni futhi ucabange ukuthi uzogcina imali encane ukuthi akwazi ukuthenga ingubo. Uya kwisitolo samakhompuyutha futhi wakhetha umshini obiza u€1090 onesi-screen, i-keyboard kanye ne-mouse. Uthatha nama-scanner  ngo €157, ne-CD burner ebiza €74 kanye nephrinta ngo €102. Imalini ezosala ukuthi athenge izimpahla?\n'}]	67	67
Omakhelwane baSandra bamunikeza obhasikidi bamaqanda abawu 9 ngaso sonke isikhathi uma ebagadele izingane. Ukwenza i-Spanish flan, udinga amaqanda amathathu. Uma uSandra ethunywe ukuthi  ukuthi enze ama-spanish flan awu 15 enzela ukuthola imali esikoleni, kumele kube izikhathi ezingaki uSandra ekumele agade ngazo ingane?	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nOmakhelwane baSandra bamunikeza obhasikidi bamaqanda abawu 9 ngaso sonke isikhathi uma ebagadele izingane. Ukwenza i-Spanish flan, udinga amaqanda amathathu. Uma uSandra ethunywe ukuthi  ukuthi enze ama-spanish flan awu 15 enzela ukuthola imali esikoleni, kumele kube izikhathi ezingaki uSandra ekumele agade ngazo ingane?\n'}]	5	5
USelth uphindeke kabili ubudala njengoBrooke. Eminyakeni ewu 2, isamba seminyaka yabo sizoba u28. Mingaki iminyaka kaSeth?	16	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUSelth uphindeke kabili ubudala njengoBrooke. Eminyakeni ewu 2, isamba seminyaka yabo sizoba u28. Mingaki iminyaka kaSeth?\n'}]	11	11
UJimmy uno$2 ngaphezu kwemali uEthel anayo. Uma u-Ethel eno $8, uJimmy unamalini?	18	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJimmy uno$2 ngaphezu kwemali uEthel anayo. Uma u-Ethel eno $8, uJimmy unamalini?\n'}]	16	16
UPancho uhamba amamayela awu 20 ngosuku. Ngaphandle kwezimpelasonto lapho ehamba khona amamayela awu 10. Uhamba amamayela amangaki ngesonto elilodwa?	120	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUPancho uhamba amamayela awu 20 ngosuku. Ngaphandle kwezimpelasonto lapho ehamba khona amamayela awu 10. Uhamba amamayela amangaki ngesonto elilodwa?\n'}]	130	130
Iqembu elimashayo lizofaka isicelo senyufomu entsha. Inyufomu ngayinye ifika nesigqoko esibiza u$25, kube ijakhethi ebiza ngokuphindeke kathathu ukunenani lesigqoko, nebhulukwe elibiza ngokulinganiselwe kwinani eliphakathi nendawo kwelesigqoko nelejakhethi. Ibiza isamba samalini inyufomu ephelele ?	150	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIqembu elimashayo lizofaka isicelo senyufomu entsha. Inyufomu ngayinye ifika nesigqoko esibiza u$25, kube ijakhethi ebiza ngokuphindeke kathathu ukunenani lesigqoko, nebhulukwe elibiza ngokulinganiselwe kwinani eliphakathi nendawo kwelesigqoko nelejakhethi. Ibiza isamba samalini inyufomu ephelele ?\n'}]	200	200
UJake uyahamba emnyuziyemu ye-Entomology. Ubona izicabucabu eziwu 80 ezinemilenze ewu 8 ngasinye, izinambuzane eziwu 90 ezinemilenze ewu 6 ngayinye, futhi nama-mutant invertebrates angavamile anamilenze ewu 10 ngayinye. Mingaki imilenze uJake ayibonile seyiyonke?	1210	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJake uyahamba emnyuziyemu ye-Entomology. Ubona izicabucabu eziwu 80 ezinemilenze ewu 8 ngasinye, izinambuzane eziwu 90 ezinemilenze ewu 6 ngayinye, futhi nama-mutant invertebrates angavamile anamilenze ewu 10 ngayinye. Mingaki imilenze uJake ayibonile seyiyonke?\n'}]	1600	1600
Kunezinyoni eziwu 4 eCaboose. USally wesibili uneminyaka emithathu ubudala ukunoGogo uRed. UGogo uRed mudala ngokuphindeke kabili ukuno-Sally wesine. Uma uSally wesine eneminyaka elingana nekaSally wamashumi amathathu nambili, futhi uSally wamashumi amathathi nambili eneminyaka ewu 8 ubudala, mingaki iminyane yazo zozine lezinyoni?	51	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKunezinyoni eziwu 4 eCaboose. USally wesibili uneminyaka emithathu ubudala ukunoGogo uRed. UGogo uRed mudala ngokuphindeke kabili ukuno-Sally wesine. Uma uSally wesine eneminyaka elingana nekaSally wamashumi amathathu nambili, futhi uSally wamashumi amathathi nambili eneminyaka ewu 8 ubudala, mingaki iminyane yazo zozine lezinyoni?\n'}]	12	12
UJessica uzama ukuthola ukuthi imalini ayikhokha ngenyanga kwizikweletu ngasinye. Imali mboleko inesamba esiqala ku$300 ngenyanga,ikhadi lakhe lemali mboleko linemali eyisamba ewu$200 ngenyanga, futhi nemali eqala $500 ngenyanga yokuthenga nokunakakela impahla. Uma uJessica efuna ukukhokha u50% ngaphezu kwalokhu akunikiwe, imalini ayikhokhayo ngonyaka?	18000	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJessica uzama ukuthola ukuthi imalini ayikhokha ngenyanga kwizikweletu ngasinye. Imali mboleko inesamba esiqala ku$300 ngenyanga,ikhadi lakhe lemali mboleko linemali eyisamba ewu$200 ngenyanga, futhi nemali eqala $500 ngenyanga yokuthenga nokunakakela impahla. Uma uJessica efuna ukukhokha u50% ngaphezu kwalokhu akunikiwe, imalini ayikhokhayo ngonyaka?\n'}]	17400	17400
UBilly ucwecwa amazambane uyawaqoba elungiselela ukwenza isaladi lamazambane enzela umndeni wakhe omukhulu ngobumbano lwe-barbecue. Umcimbi omukhulu, unamazambane awu 60 ekumele awaqede. Amazambane awosayizi abalinganayo, kuthatha isikhathi esifanayo ukuwacwecwa nokuliqoba ngalinye. Kumuthatha isikhathi esyiminithi nohafu uBilly ukulicwecwa, kodwa kuba amasekhendi awu5 ukulisika. Kuzomuthatha isikhathi esingakanani ukulungisa amazamane ?	95	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUBilly ucwecwa amazambane uyawaqoba elungiselela ukwenza isaladi lamazambane enzela umndeni wakhe omukhulu ngobumbano lwe-barbecue. Umcimbi omukhulu, unamazambane awu 60 ekumele awaqede. Amazambane awosayizi abalinganayo, kuthatha isikhathi esifanayo ukuwacwecwa nokuliqoba ngalinye. Kumuthatha isikhathi esyiminithi nohafu uBilly ukulicwecwa, kodwa kuba amasekhendi awu5 ukulisika. Kuzomuthatha isikhathi esingakanani ukulungisa amazamane ?\n'}]	105 minutes	105
UJuan nobhuti wakhe uCarlos badayisa ijusi kalamula, Igalani ngalinye abalenzayo kuwu $3 wolamula noshukela futhi owu $2. Badayisa ingilazi eyodwa ngo $0.50 futhi bathola izingilasi eziwu 20 kugalaza owodwa. Uma benza inzuzo ka$25, imalini ayisebenzisile kolamula?	15	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJuan nobhuti wakhe uCarlos badayisa ijusi kalamula, Igalani ngalinye abalenzayo kuwu $3 wolamula noshukela futhi owu $2. Badayisa ingilazi eyodwa ngo $0.50 futhi bathola izingilasi eziwu 20 kugalaza owodwa. Uma benza inzuzo ka$25, imalini ayisebenzisile kolamula?\n'}]	30	30
Kumqhudelwano nabase-Asia abawu 240, abangu 80 bangabaseJapan, futhi abanye bangamaShayina. Uma inamba yabafana bethimu yamaShayina iwu 60, mangaki amantombazane abekhona kwithimu yamaShayina?	100	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKumqhudelwano nabase-Asia abawu 240, abangu 80 bangabaseJapan, futhi abanye bangamaShayina. Uma inamba yabafana bethimu yamaShayina iwu 60, mangaki amantombazane abekhona kwithimu yamaShayina?\n'}]	160	160
UZaid usebenzisa 1/4 womholo wakhe ekukhokheni imali yendawo yokuhlala, asebenzise u1/3 kumafutha emoto naphisana ngayo ewuhafu esele lapho ethanda khona. Unikeza indodakazi yakhe u$200 ukuthi iwusebenzise kwizidingo zakhe zesonto futhi no$700 kunkosikazi wakheyokudla kwasendlini. Uma uZaid ethola u$6000 ngenyanga, imalini azosala nayo emva kokuqeda lezindleko nokunikela?	350	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUZaid usebenzisa 1/4 womholo wakhe ekukhokheni imali yendawo yokuhlala, asebenzise u1/3 kumafutha emoto naphisana ngayo ewuhafu esele lapho ethanda khona. Unikeza indodakazi yakhe u$200 ukuthi iwusebenzise kwizidingo zakhe zesonto futhi no$700 kunkosikazi wakheyokudla kwasendlini. Uma uZaid ethola u$6000 ngenyanga, imalini azosala nayo emva kokuqeda lezindleko nokunikela?\n'}]	2200	2200
URani unezinkalankala eziwu $10 ngaphezu kwezikaMonic, onezingaphansi ngeziwu 4 ukunezikaBo. Uma uBo enezinkalankala eziwu 40, bala isamba sezinkalankala zabo bobathathu ndawonye?	122	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nURani unezinkalankala eziwu $10 ngaphezu kwezikaMonic, onezingaphansi ngeziwu 4 ukunezikaBo. Uma uBo enezinkalankala eziwu 40, bala isamba sezinkalankala zabo bobathathu ndawonye?\n'}]	162	162
ULloyd  uhola u$10 ngehora emsebenzini wokufundisa izibalo. Ufundise  amahora awu 5 ngesonto lokuqala futhi  amahora awu 8 ngesonto lesibili. Uhole malini ngamasonto amabili okuqala?	130	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nULloyd  uhola u$10 ngehora emsebenzini wokufundisa izibalo. Ufundise  amahora awu 5 ngesonto lokuqala futhi  amahora awu 8 ngesonto lesibili. Uhole malini ngamasonto amabili okuqala?\n'}]	90	90
Amakhanidethi amabili aqhudelanela ukuba bamele ikilasi eSarai's esikoleni. Uma onqobile uthole 3/4 emavotini futhi inani labafundi abavotile lifinyelela ku80, bala inani lonke lamavoti atholwe iloyo onganqobanga.	20	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nAmakhanidethi amabili aqhudelanela ukuba bamele ikilasi eSarai's esikoleni. Uma onqobile uthole 3/4 emavotini futhi inani labafundi abavotile lifinyelela ku80, bala inani lonke lamavoti atholwe iloyo onganqobanga.\n""}]"	20	20
USandra, oyisazi sezimbali ekhoneni, akathokozile ngenxa yokuthunyelwe uFred okungaphelele. USandrawayekade ethenge izimbali eziphindeke kane ezibovu kanye nama-carnations amhlophe. Waphinda wathenga awu 200 aphinki ama-calla lilies, aphindaphindeke kahlanu kwinamba yama-carnations amhlophe. USandra usabise ngokuthi uzoshintsha indawo athenga kuyo uma lezimbali ezibovu ezishodayo zingalethwanga ngehora lesi 5 ntambama. Ukugcina ibhizinisi noSandra, zingaki izimbali ezibovu ekumele uFred azihambise ngo 5 ntambama?	160	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUSandra, oyisazi sezimbali ekhoneni, akathokozile ngenxa yokuthunyelwe uFred okungaphelele. USandrawayekade ethenge izimbali eziphindeke kane ezibovu kanye nama-carnations amhlophe. Waphinda wathenga awu 200 aphinki ama-calla lilies, aphindaphindeke kahlanu kwinamba yama-carnations amhlophe. USandra usabise ngokuthi uzoshintsha indawo athenga kuyo uma lezimbali ezibovu ezishodayo zingalethwanga ngehora lesi 5 ntambama. Ukugcina ibhizinisi noSandra, zingaki izimbali ezibovu ekumele uFred azihambise ngo 5 ntambama?\n'}]	40	40
UJean mudala ngeminyaka emibili ukunoMark. Emnyakeni emibili eyadlula uMark wayeneminyaka ewu 5 ubudala ukuneminyaka kaJan ebiwuhafu. Uma uJan eneminyaka ewu 30mingaki iminyaka kaJean?	23	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJean mudala ngeminyaka emibili ukunoMark. Emnyakeni emibili eyadlula uMark wayeneminyaka ewu 5 ubudala ukuneminyaka kaJan ebiwuhafu. Uma uJan eneminyaka ewu 30mingaki iminyaka kaJean?\n'}]	32	32
Amaqembu amathrekhi amabili ayaqhudelana ku-4 by 400 metres relay; umjaho lapho iqembu ngalinye eliqhudelanayo linamalungu amane ngalinye ligijima amamitha angu-400, noma umzuliswano owodwa, eduze kwethrekhi evamile. Iqembu elilodwa kulawa amabili liyindilinga kahle futhi ilungu ngalinye lizogijima umlenze walo wamamitha angu-400 ngemizuzwana engama-55. Elinye iqembu alikho kahle; umgijimi wabo wokuqala uzogijima umlenze wabo wamamitha angu-400 ngemizuzwana engu-60 bese kuthi umgijimi ngamunye olandelayo abe imizuzwana emi-3 ngokushesha kunomgijimi wangaphambili. Ngokusebenzisa lolu lwazi, iqembu elisheshayo lizowina ngamasekhondi amangaki?	2	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAmaqembu amathrekhi amabili ayaqhudelana ku-4 by 400 metres relay; umjaho lapho iqembu ngalinye eliqhudelanayo linamalungu amane ngalinye ligijima amamitha angu-400, noma umzuliswano owodwa, eduze kwethrekhi evamile. Iqembu elilodwa kulawa amabili liyindilinga kahle futhi ilungu ngalinye lizogijima umlenze walo wamamitha angu-400 ngemizuzwana engama-55. Elinye iqembu alikho kahle; umgijimi wabo wokuqala uzogijima umlenze wabo wamamitha angu-400 ngemizuzwana engu-60 bese kuthi umgijimi ngamunye olandelayo abe imizuzwana emi-3 ngokushesha kunomgijimi wangaphambili. Ngokusebenzisa lolu lwazi, iqembu elisheshayo lizowina ngamasekhondi amangaki?\n'}]	12	12
UJerry ugingqa idayi elinamacala ayisithupha. Angakanani amathuba (okuchazwa njengephesenti) ukuthi asonge inombolo enkulu kuno-3 kunokuba asonge izinombolo ezimbili ezilinganayo zilandelana?	25	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJerry ugingqa idayi elinamacala ayisithupha. Angakanani amathuba (okuchazwa njengephesenti) ukuthi asonge inombolo enkulu kuno-3 kunokuba asonge izinombolo ezimbili ezilinganayo zilandelana?\n'}]	67	67
UJenna nomama wakhe bathathe ama aphula efamini labo.UJenna uthathe awuhafu ukunalawa kamama wakhe. Uma umama wakhe enama aphula awu 20, mangaki abawathathile bebobabili?	30	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJenna nomama wakhe bathathe ama aphula efamini labo.UJenna uthathe awuhafu ukunalawa kamama wakhe. Uma umama wakhe enama aphula awu 20, mangaki abawathathile bebobabili?\n'}]	30	30
URussell usebenza esitolo sezilwane futhi usakaza utshani phakathi kwamagundane. Amagundane agcinwa emakhejini ama-3 ngamaqoqo alinganayo futhi igundane ngalinye linikezwa izingcezu eziyisi-6 zotshani. Kunamakheji ayi-10 ama-hamster agcinwa yedwa futhi i-hamster ngayinye inikezwa izingcezu ezi-5 zotshani. Kukhona nesibaya sonogwaja lapho izingcezu zotshani ezingama-20 zisakazwa phakathi onogwaja. Abukho utshani obusetshenziswa kwenye indawo esitolo. Uma izingcezu zotshani eziyi-160 zisakazwe phakathi kwamagundane amancane, mangaki amagundane ekhejini ngalinye?	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nURussell usebenza esitolo sezilwane futhi usakaza utshani phakathi kwamagundane. Amagundane agcinwa emakhejini ama-3 ngamaqoqo alinganayo futhi igundane ngalinye linikezwa izingcezu eziyisi-6 zotshani. Kunamakheji ayi-10 ama-hamster agcinwa yedwa futhi i-hamster ngayinye inikezwa izingcezu ezi-5 zotshani. Kukhona nesibaya sonogwaja lapho izingcezu zotshani ezingama-20 zisakazwa phakathi onogwaja. Abukho utshani obusetshenziswa kwenye indawo esitolo. Uma izingcezu zotshani eziyi-160 zisakazwe phakathi kwamagundane amancane, mangaki amagundane ekhejini ngalinye?\n'}]	20	20
UMandy ukweleta uBenedict u$100. Bavumelana ukuthi kube nenzalo ewu 2%. Uma uMandy ekwazile ukukhokha emvakwezinyanga eziwu 3, kumele amnikeze malini uBenedict?	106	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUMandy ukweleta uBenedict u$100. Bavumelana ukuthi kube nenzalo ewu 2%. Uma uMandy ekwazile ukukhokha emvakwezinyanga eziwu 3, kumele amnikeze malini uBenedict?\n'}]	$106	106
Umhwebi uthenga amasaka kakolweni kumlimi ngenani elingu $20 isaka. Uma kubiza $2 ukuthutha isikhwama ngasinye ukusuka epulazini  ukuyisa endaweni yokugcina impahla, futhi umhwebi wenza inzuzo ephelele engu $400 ngemva kokudayisa zonke izikhwama ngenani elingu $30 lilinye, zingaki izikhwama azithengisile?	50	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUmhwebi uthenga amasaka kakolweni kumlimi ngenani elingu $20 isaka. Uma kubiza $2 ukuthutha isikhwama ngasinye ukusuka epulazini  ukuyisa endaweni yokugcina impahla, futhi umhwebi wenza inzuzo ephelele engu $400 ngemva kokudayisa zonke izikhwama ngenani elingu $30 lilinye, zingaki izikhwama azithengisile?\n'}]	40	40
Abangani abathathu basebenzise u$20.25 emathikithini okuhamba awu 3. Baphinde basebenzisa ngaphasi kwa$4.50 ekudleni ukunamathikithi. Baphinde bahamba izindawo ezimbili ezihlukene ebezibiza u$33 ukugibela kanye. Uma bevumile ukuhlukaniselana amanani ngokulingana, imalini umuntu ngamunye ayikhokhile?	34	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAbangani abathathu basebenzise u$20.25 emathikithini okuhamba awu 3. Baphinde basebenzisa ngaphasi kwa$4.50 ekudleni ukunamathikithi. Baphinde bahamba izindawo ezimbili ezihlukene ebezibiza u$33 ukugibela kanye. Uma bevumile ukuhlukaniselana amanani ngokulingana, imalini umuntu ngamunye ayikhokhile?\n'}]	86	86
UJohn uqoqa amapetshisi isikhathi esingamahora awu 3. Engathatha awu 2 amapetshisi ngeminithi. Mangaki amapetshisi awathathayo?	360	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJohn uqoqa amapetshisi isikhathi esingamahora awu 3. Engathatha awu 2 amapetshisi ngeminithi. Mangaki amapetshisi awathathayo?\n'}]	360	360
UDucks udinga ukudla 3.5 pounds yezinambuzane njalo ngesonto elilodwa ukuze ezophila.Uma kuneqoqo lamadada ayishumi, udinga ama-pounds amangaki ezinambuzane ngosuku?	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUDucks udinga ukudla 3.5 pounds yezinambuzane njalo ngesonto elilodwa ukuze ezophila.Uma kuneqoqo lamadada ayishumi, udinga ama-pounds amangaki ezinambuzane ngosuku?\n'}]	5	5
UTom utshala izihlahla eziwu 10 ngonyaka. Njalo ngonyaka unquma izihlahla eziwu 2 ngonyaka. Uqala ngezihlahla eziwu 50. Emva kweminyaka ewu 10 izihlahla eziwu 30% ziyafa. Unezihlahla ezingaki ezisele?	91	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUTom utshala izihlahla eziwu 10 ngonyaka. Njalo ngonyaka unquma izihlahla eziwu 2 ngonyaka. Uqala ngezihlahla eziwu 50. Emva kweminyaka ewu 10 izihlahla eziwu 30% ziyafa. Unezihlahla ezingaki ezisele?\n'}]	72	72
USue uhlala endaweni ejabulisayo. Ngenye impelasonto, omakhelwane banquma ukudlala uSue. NgoLwesihlanu ekuseni, omakhelwane babeke amaflamingo epulasitiki aphinki angu18 ngaphandle kwegceke likaSue. NgoMgqibelo ekuseni, omakhelwane bathatha ingxenye eyodwa kwezintathu yama- flamingo, bawapenda amhlophe, base bewabuyisela ngaphandle la maflamingo amhlophe ayesanda kupendwa phambi kwegceke likaSue. Khona-ke, ngeSonto ekuseni, bengeza amanye amaflamingo epulasitiki aphinki angu18 eqoqweni. Emini ngeSonto, mangaki amaflamingo epulasitiki abomvana abephumile kunamaflamingo epulasitiki amhlophe?	24	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUSue uhlala endaweni ejabulisayo. Ngenye impelasonto, omakhelwane banquma ukudlala uSue. NgoLwesihlanu ekuseni, omakhelwane babeke amaflamingo epulasitiki aphinki angu18 ngaphandle kwegceke likaSue. NgoMgqibelo ekuseni, omakhelwane bathatha ingxenye eyodwa kwezintathu yama- flamingo, bawapenda amhlophe, base bewabuyisela ngaphandle la maflamingo amhlophe ayesanda kupendwa phambi kwegceke likaSue. Khona-ke, ngeSonto ekuseni, bengeza amanye amaflamingo epulasitiki aphinki angu18 eqoqweni. Emini ngeSonto, mangaki amaflamingo epulasitiki abomvana abephumile kunamaflamingo epulasitiki amhlophe?\n'}]	24	24
UVioletta ufuna ukuthenga amakhrayoni amasha. Uwadinga ngemibala ewu 5 ehlukene futhi walungiselela u$20 walokhu kuthenga. Ikhrayoni eyodwa ibiza u$2. Uzothola ushintshi olungakanani?	10	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUVioletta ufuna ukuthenga amakhrayoni amasha. Uwadinga ngemibala ewu 5 ehlukene futhi walungiselela u$20 walokhu kuthenga. Ikhrayoni eyodwa ibiza u$2. Uzothola ushintshi olungakanani?\n'}]	10	10
Ipeni libiza imali elingana nepensela nerabha kuhlangene. Ipensela libiza u-$1.20 kanti irabha libiza u-$0.30. Azobiza malini amapeni ayi-8?	12	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIpeni libiza imali elingana nepensela nerabha kuhlangene. Ipensela libiza u-$1.20 kanti irabha libiza u-$0.30. Azobiza malini amapeni ayi-8?\n'}]	9.60	9
Amaphawundi anwu 200 weziqathi azosatshalaliswa ezindaweni zokudlela ezingu 40 edolobheni elithile. Indawo yokudlela ngayinye izothola amakhilogremu angu-2 wezaqathi. Mangaki amakhilogremu wezaqathi angeke asetshenziswe?	120	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAmaphawundi anwu 200 weziqathi azosatshalaliswa ezindaweni zokudlela ezingu 40 edolobheni elithile. Indawo yokudlela ngayinye izothola amakhilogremu angu-2 wezaqathi. Mangaki amakhilogremu wezaqathi angeke asetshenziswe?\n'}]	160	160
Edolobheni laseSoda, kukhona ncamashi izakhamuzi 23786. Bahlanganisa amadoda awu 8417 nabesifazane abangu 9092. Bonke abanye abantu bakhiwe izingane. Zingaki izingane ezikhona eSoda?	6277	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEdolobheni laseSoda, kukhona ncamashi izakhamuzi 23786. Bahlanganisa amadoda awu 8417 nabesifazane abangu 9092. Bonke abanye abantu bakhiwe izingane. Zingaki izingane ezikhona eSoda?\n'}]	6277	6277
U-Elaine ekuqaleni wayenamakhadi e-Pokemon ewu 20. Ngemva kwenyanga, waqoqa inani eliphindwe kathathu. Ngenyanga yesibili, waqoqa amakhadi awu 20 ambalwa kunalawo awaqoqa ngenyanga yokuqala. Ngenyanga yesithathu, waqoqa kabili inombolo ehlanganisiwe yamakhadi e-pokemon awaqoqile ezinyangeni zokuqala nezesibili. Mangaki amakhadi e-pokemon anawo manje esewonke?	320	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nU-Elaine ekuqaleni wayenamakhadi e-Pokemon ewu 20. Ngemva kwenyanga, waqoqa inani eliphindwe kathathu. Ngenyanga yesibili, waqoqa amakhadi awu 20 ambalwa kunalawo awaqoqa ngenyanga yokuqala. Ngenyanga yesithathu, waqoqa kabili inombolo ehlanganisiwe yamakhadi e-pokemon awaqoqile ezinyangeni zokuqala nezesibili. Mangaki amakhadi e-pokemon anawo manje esewonke?\n'}]	140	140
