question	answer	prompt	gpt_4	verbalized
Hano hari inyoni enye kuri Caboose.Sally Two arusha Granny Red imyaka itatu.Granny Red akubye kabiri imyaka Sally Four. Niba Sally Four afite imyaka ingana na Sally Thirty two, na Sally Thirty two afite imyaka 8,izi nyoni zifite imyaka ingahe icyarimwe?	51	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nHano hari inyoni enye kuri Caboose.Sally Two arusha Granny Red imyaka itatu.Granny Red akubye kabiri imyaka Sally Four. Niba Sally Four afite imyaka ingana na Sally Thirty two, na Sally Thirty two afite imyaka 8,izi nyoni zifite imyaka ingahe icyarimwe?\n'}]	46	46
Jessica aragerageza kumenya amafaranga yo kwishyura imyenda ye yose buri kwezi. Inguzanyo zabanyeshuri zishyura byibuze $300/ukwezi,ikarita ye yinguzanyo ntarengwa ni $200/ukwezi, naho inguzanyo ye ni $500/ukwezi.Niba Jessica ashaka kwishyura 50% kurenza byibuze atarengwa, yishyura angahe mumwaka?	18000	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJessica aragerageza kumenya amafaranga yo kwishyura imyenda ye yose buri kwezi. Inguzanyo zabanyeshuri zishyura byibuze $300/ukwezi,ikarita ye yinguzanyo ntarengwa ni $200/ukwezi, naho inguzanyo ye ni $500/ukwezi.Niba Jessica ashaka kwishyura 50% kurenza byibuze atarengwa, yishyura angahe mumwaka?\n'}]	18000	18000
Billy arimo guhata no gukata ibirayi mu rwego rwo kwitegura gukora salade yibirayi yumuryango we munini wo guhurira hamwe barbecue.Nibirori bikomeye,afite rero ibirayi 60 kugirango arangize.Ibirayi bifite ubunini bungana,bityo bifata igihe kingana cyo kubihata na kubica buri kimwe.Bifata Billy nkumunota nigice kugirango ahate ikirayi,ariko amasegonda 5 gusa kugirango agicemo.Bizatwara Billy igihe kingana iki kurangiza gutegura ibirayi?	95	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBilly arimo guhata no gukata ibirayi mu rwego rwo kwitegura gukora salade yibirayi yumuryango we munini wo guhurira hamwe barbecue.Nibirori bikomeye,afite rero ibirayi 60 kugirango arangize.Ibirayi bifite ubunini bungana,bityo bifata igihe kingana cyo kubihata na kubica buri kimwe.Bifata Billy nkumunota nigice kugirango ahate ikirayi,ariko amasegonda 5 gusa kugirango agicemo.Bizatwara Billy igihe kingana iki kurangiza gutegura ibirayi?\n'}]	105 minutes.	105
Juan na murumuna we Carlos bagurisha indimu.Kuri buri ijerekani bakora igura $3 yindimu na $2 kuyisukari.Bagurisha buri kirahure kuri $0.50 bakabona ibirahuri 20 kuri buri kijerekani.Niba barabonye $25 munyungu,bakoresheje angahe kwindimu?	15	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJuan na murumuna we Carlos bagurisha indimu.Kuri buri ijerekani bakora igura $3 yindimu na $2 kuyisukari.Bagurisha buri kirahure kuri $0.50 bakabona ibirahuri 20 kuri buri kijerekani.Niba barabonye $25 munyungu,bakoresheje angahe kwindimu?\n'}]	30	30
Mu isiganwa nAbanyaziya 240, 80 bari Abayapani, abasigaye bari Abashinwa.Niba umubare wabahungu mu ikipe yubushinwa wari 60, nabakobwa bangahe bari mu ikipe yubushinwa?	100	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMu isiganwa nAbanyaziya 240, 80 bari Abayapani, abasigaye bari Abashinwa.Niba umubare wabahungu mu ikipe yubushinwa wari 60, nabakobwa bangahe bari mu ikipe yubushinwa?\n'}]	100	100
Zaid akoresha 1/4 cyumushahara we mu bukode,1/3 kuri lisansi yimodoka kandi atanga kimwe cya kabiri cyamafaranga asigaye mu nkunga akunda.Yahaye umukobwa we 200$ kugirango ayakoreshe kubigombwa buri cyumweru na 700$ kumugore we kugirango ategure ibiribwa nibindi bikoresho byo murugo.Niba Zaid yinjiza 6000$ buri kwezi, azasigarana amafaranga angahe nyuma yamafaranga yakoreshejwe yose na yimpano?	350	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nZaid akoresha 1/4 cyumushahara we mu bukode,1/3 kuri lisansi yimodoka kandi atanga kimwe cya kabiri cyamafaranga asigaye mu nkunga akunda.Yahaye umukobwa we 200$ kugirango ayakoreshe kubigombwa buri cyumweru na 700$ kumugore we kugirango ategure ibiribwa nibindi bikoresho byo murugo.Niba Zaid yinjiza 6000$ buri kwezi, azasigarana amafaranga angahe nyuma yamafaranga yakoreshejwe yose na yimpano?\n'}]	1900	1900
"Rani afite amahiri icumi kurenza Monic, ufite amahiri 4 make ugereranije na Bo.Niba Bo ifite amahiri 40, bara umubare rusange wamahiri bose batatu bafite hamwe.
"	122	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRani afite amahiri icumi kurenza Monic, ufite amahiri 4 make ugereranije na Bo.Niba Bo ifite amahiri 40, bara umubare rusange wamahiri bose batatu bafite hamwe.\n\n'}]	114	114
Lloyd yinjiza $10 mu isaha yo kwigisha imibare.Yigishije amasaha 5 icyumweru cya mbere namasaha 8 icyumweru cya kabiri. Nangahe yinjije mu byumweru bibiri byambere?	130	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLloyd yinjiza $10 mu isaha yo kwigisha imibare.Yigishije amasaha 5 icyumweru cya mbere namasaha 8 icyumweru cya kabiri. Nangahe yinjije mu byumweru bibiri byambere?\n'}]	90	90
Abakandida babiri biyamamariza guhagararira ishuri ku ishuri rya Sarai.Niba uwatsinze yabonye amajwi 3/4 kandi umubare wabanyeshuri batoye mwishuri wari 80,bara amajwi uwatsinzwe yabonye.	20	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAbakandida babiri biyamamariza guhagararira ishuri ku ishuri rya Sarai.Niba uwatsinze yabonye amajwi 3/4 kandi umubare wabanyeshuri batoye mwishuri wari 80,bara amajwi uwatsinzwe yabonye.\n'}]	20	20
"Sandra, umucuruzi windabo wo hafi aho, ntiyishimiye ko Fred atashyikirije ibyo yari yasabye. Sandra yari yatumije indabyo zitukura zikubye incuro enyekarnasi yera.Nanone kandi, yasabye ko bamuzanira indabyo zibara ryisine zingana niza calla 200,zikaba zari zikubye incuro eshanu umubare windabyo zibara ryera.Sandra yavuze ko azahindura umucuruza niba za ndabo zizaba zitabonetse bitarenze saa kumi nebyiri zumugoroba.Kugira ngo Sandra akomeze kwikorera,Fred agomba gutanga indabo zingahe zamabara atukura mbere ya saa kumi nimwe?
"	160	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSandra, umucuruzi windabo wo hafi aho, ntiyishimiye ko Fred atashyikirije ibyo yari yasabye. Sandra yari yatumije indabyo zitukura zikubye incuro enyekarnasi yera.Nanone kandi, yasabye ko bamuzanira indabyo zibara ryisine zingana niza calla 200,zikaba zari zikubye incuro eshanu umubare windabyo zibara ryera.Sandra yavuze ko azahindura umucuruza niba za ndabo zizaba zitabonetse bitarenze saa kumi nebyiri zumugoroba.Kugira ngo Sandra akomeze kwikorera,Fred agomba gutanga indabo zingahe zamabara atukura mbere ya saa kumi nimwe?\n\n'}]	1000	1000
"Jean arusha Mark imyaka ibiri. Imyaka ibiri ishize, Mark yari afite imyaka 5 yubukure ugereranyije niyo Jan yari afite.Niba Jan afite imyaka 30, Jean afite imyaka ingahe?
"	23	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean arusha Mark imyaka ibiri. Imyaka ibiri ishize, Mark yari afite imyaka 5 yubukure ugereranyije niyo Jan yari afite.Niba Jan afite imyaka 30, Jean afite imyaka ingahe?\n\n'}]	32	32
"Amakipe abiri yabasiganwa ku magare arushanwa mu gusiganwa metero 4 kuri 400; isiganwa aho buri kipe yabasiganwa iba igizwe nabantu bane, buri wese akaba yiruka metero 400,cyangwa umuzenguruko umwe, mu isiganwa risanzwe.Rimwe muri ayo makipe yombi ririmo abantu basobanutse kandi buri wese muri bo aziruka metero 400 mu masegonda 55.Iyindi kipe abakinryi ntibafite ubushobozi nkubwabo; umukinryi wabo wa mbere azitabira isiganwa rya metero 400 mu nyuma yamasegonda 60, buri mukinryi uzakurikiraho azagenda yihutaho amasegonda 3 kurusha uwabanjirije. Ukurikije ano makuru, ni amasegonda angahe ikipe yihuta izatsindisha?
"	2	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAmakipe abiri yabasiganwa ku magare arushanwa mu gusiganwa metero 4 kuri 400; isiganwa aho buri kipe yabasiganwa iba igizwe nabantu bane, buri wese akaba yiruka metero 400,cyangwa umuzenguruko umwe, mu isiganwa risanzwe.Rimwe muri ayo makipe yombi ririmo abantu basobanutse kandi buri wese muri bo aziruka metero 400 mu masegonda 55.Iyindi kipe abakinryi ntibafite ubushobozi nkubwabo; umukinryi wabo wa mbere azitabira isiganwa rya metero 400 mu nyuma yamasegonda 60, buri mukinryi uzakurikiraho azagenda yihutaho amasegonda 3 kurusha uwabanjirije. Ukurikije ano makuru, ni amasegonda angahe ikipe yihuta izatsindisha?\n\n'}]	44	44
"Jerry arimo aratera ikibaho gifite impande esheshatu.Ni ikihe kigereranyo kijanisha kigaragaza ko bishoboka cyane ko azaterera inshyuro 3 kurusha uko byashoboka ko azaterera imibare ibiri itera urwenya ikurikirana?
"	25	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJerry arimo aratera ikibaho gifite impande esheshatu.Ni ikihe kigereranyo kijanisha kigaragaza ko bishoboka cyane ko azaterera inshyuro 3 kurusha uko byashoboka ko azaterera imibare ibiri itera urwenya ikurikirana?\n\n'}]	4	4
"Jenna na nyina basaruye pome mu isambu yabo.Jenna yasaruye pome zingana na kimwe cya kabiri cyizo nyina yatoraguye.Niba nyina yari afite pome 20, ni zingahe basaruye bombi hamwe?
"	30	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJenna na nyina basaruye pome mu isambu yabo.Jenna yasaruye pome zingana na kimwe cya kabiri cyizo nyina yatoraguye.Niba nyina yari afite pome 20, ni zingahe basaruye bombi hamwe?\n\n'}]	30	30
"Russell akorera mu iduka ricuruza amatungo, kandi arimo agabanya ibyatsi mu imbeba.Imbeba zibikwa mu bifunga 3 mu matsinda angana kandi buri mbeba igahabwa ibyatsi 6.Hari utuzu 10 twinjangwe zishyirwa mu byumba byonyine,kandi buri nyamaswa igahabwa ibyatsi 5.Nanone kandi,hari urugo rwinkwavu,aho zihabwa ibyatsi 20. Nta handi hantu hose muri iryo duka hakoreshwa ibyatsi.Niba utwo dukoko duto duto twahawe ibyatsi 160, buri sheri harimo imbeba zingahe?
"	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRussell akorera mu iduka ricuruza amatungo, kandi arimo agabanya ibyatsi mu imbeba.Imbeba zibikwa mu bifunga 3 mu matsinda angana kandi buri mbeba igahabwa ibyatsi 6.Hari utuzu 10 twinjangwe zishyirwa mu byumba byonyine,kandi buri nyamaswa igahabwa ibyatsi 5.Nanone kandi,hari urugo rwinkwavu,aho zihabwa ibyatsi 20. Nta handi hantu hose muri iryo duka hakoreshwa ibyatsi.Niba utwo dukoko duto duto twahawe ibyatsi 160, buri sheri harimo imbeba zingahe?\n\n'}]	10	10
"Mandy afite umwenda wa Benedict  wamadolari 100.Bemeranyije ko bazajya bishyura inyungu ya 2% buri kwezi.Niba Mandy yarashoboye kuyishyura nyuma yamezi atatu,ni angahe yagombaga guha Benedict?
"	106	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMandy afite umwenda wa Benedict  wamadolari 100.Bemeranyije ko bazajya bishyura inyungu ya 2% buri kwezi.Niba Mandy yarashoboye kuyishyura nyuma yamezi atatu,ni angahe yagombaga guha Benedict?\n\n'}]	106.12	106
"Umucuruzi agura imifuka yingano ku muhinzi ku giciro cyamadolari 20 kuri buri mufuka.Niba gutwara isakoshi imwe ukayivana ku isambu ukayishyira mu bubiko bitwara amadolari abiri,kandi umucuruzi akaba yarungutse amadolari 400 nyuma yo kugurisha amasakoshi yose ku giciro cyamadolari 30 kuri buri imwe,ni amasakoshi angahe yagurishije?
"	50	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUmucuruzi agura imifuka yingano ku muhinzi ku giciro cyamadolari 20 kuri buri mufuka.Niba gutwara isakoshi imwe ukayivana ku isambu ukayishyira mu bubiko bitwara amadolari abiri,kandi umucuruzi akaba yarungutse amadolari 400 nyuma yo kugurisha amasakoshi yose ku giciro cyamadolari 30 kuri buri imwe,ni amasakoshi angahe yagurishije?\n\n'}]	40	40
"Inshuti eshatu zakoresheje amadolari 20.25 kuri amatike atatu yo kujya mu imurikagurisha.Nanone kandi,bakoresheje amadolari 4.50 ku biribwa,ayo akaba ari make ugereranyije nayo bakoresheje mu kugura amatike.Nanone kandi,bagiye mu ngendo ebyiri zitandukanye,buri ngendo ikaba igura amadolari 33.Niba baremeranyije kugabana igiciro cyose mu buryo bungana,buri wese muri bo yishyuye angahe?
"	34	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nInshuti eshatu zakoresheje amadolari 20.25 kuri amatike atatu yo kujya mu imurikagurisha.Nanone kandi,bakoresheje amadolari 4.50 ku biribwa,ayo akaba ari make ugereranyije nayo bakoresheje mu kugura amatike.Nanone kandi,bagiye mu ngendo ebyiri zitandukanye,buri ngendo ikaba igura amadolari 33.Niba baremeranyije kugabana igiciro cyose mu buryo bungana,buri wese muri bo yishyuye angahe?\n\n'}]	57	57
"John yatoraguye amaperichi mu gihe cyamasaha 3.Ashobora gutoragura amaperichi 2 mu munota.Yegeranyije amaperichi ingahe?
"	360	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohn yatoraguye amaperichi mu gihe cyamasaha 3.Ashobora gutoragura amaperichi 2 mu munota.Yegeranyije amaperichi ingahe?\n\n'}]	360	360
"Kugira ngo ibishuhe bibeho, buri kimwe kigomba kurya ibiro 3 nigice byudukoko buri cyumweru.Niba hari umukumbi wibishuhe icumi,ni ibiro bingahe byudukoko bikenera ku munsi?
"	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKugira ngo ibishuhe bibeho, buri kimwe kigomba kurya ibiro 3 nigice byudukoko buri cyumweru.Niba hari umukumbi wibishuhe icumi,ni ibiro bingahe byudukoko bikenera ku munsi?\n\n'}]	5	5
"Tom atera ibiti 10 mu mwaka. Buri mwaka kandi atema ibiti 2 mu mwaka.Yatangiye afite ibiti 50.Nyuma yimyaka 10, 30% byibiti birapfa.Ni ibiti bingahe asigaranye?
"	91	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTom atera ibiti 10 mu mwaka. Buri mwaka kandi atema ibiti 2 mu mwaka.Yatangiye afite ibiti 50.Nyuma yimyaka 10, 30% byibiti birapfa.Ni ibiti bingahe asigaranye?\n\n'}]	58	58
"Sue atuye mu gace gashishikaje.Umunsi umwe mu mpera zicyumweru,abaturanyi bafashe umwanzuro wo gusetsa Sue.Ku wa Gatanu mu gitondo, abaturanyi bashyize utunyoni 18 twibara ryiroza twitwa flamingo mu busitani bwa Sue.Mu gitondo cyo ku wa Gatandatu,abaturanyi bafashe kimwe cya gatatu cyizo nyoni, bazishushanya ibara ryumweru, maze bazishyira mu busitani bwa Sue.Hanyuma,ku Cyumweru mu gitondo,bongereyeho izindi flamingo zibara ryisine 18 zuruhu rwumutuku.Ku Cyumweru saa sita, ni Flamingo zibara ryumutuku zingahe zari hanze kurusha izumweru?
"	24	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSue atuye mu gace gashishikaje.Umunsi umwe mu mpera zicyumweru,abaturanyi bafashe umwanzuro wo gusetsa Sue.Ku wa Gatanu mu gitondo, abaturanyi bashyize utunyoni 18 twibara ryiroza twitwa flamingo mu busitani bwa Sue.Mu gitondo cyo ku wa Gatandatu,abaturanyi bafashe kimwe cya gatatu cyizo nyoni, bazishushanya ibara ryumweru, maze bazishyira mu busitani bwa Sue.Hanyuma,ku Cyumweru mu gitondo,bongereyeho izindi flamingo zibara ryisine 18 zuruhu rwumutuku.Ku Cyumweru saa sita, ni Flamingo zibara ryumutuku zingahe zari hanze kurusha izumweru?\n\n'}]	12	12
"Violetta ashaka kugura amakaramu mashya yogushushanya. Ayakeneye mu mabara 5 atandukanye kandi yateganyije amadolari 20 yo kuyagura.Ikaramu imwe yogushushanya itwara amadolari abiri.Azagarurirwa amafaranga angahe?
"	10	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nVioletta ashaka kugura amakaramu mashya yogushushanya. Ayakeneye mu mabara 5 atandukanye kandi yateganyije amadolari 20 yo kuyagura.Ikaramu imwe yogushushanya itwara amadolari abiri.Azagarurirwa amafaranga angahe?\n\n'}]	10	10
"Igikoresho cyikaramu kigura amafaranga angana nayikaramu yigiti na gome yo gusiba.Ikaramu yigiti igura amadolari 1.20 naho gome igura amadolari 0.30. Amakaramu 8 azagura angahe?
"	12	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIgikoresho cyikaramu kigura amafaranga angana nayikaramu yigiti na gome yo gusiba.Ikaramu yigiti igura amadolari 1.20 naho gome igura amadolari 0.30. Amakaramu 8 azagura angahe?\n\n'}]	12	12
"Ibiro 200 bya karoti bigomba kugabanywa muri resitora 40 zo mu mujyi runaka.Buri resitora izahabwa ibiro 2 bya karoti.Ni ibiro bingahe bya karoti bitazakoreshwa?
"	120	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIbiro 200 bya karoti bigomba kugabanywa muri resitora 40 zo mu mujyi runaka.Buri resitora izahabwa ibiro 2 bya karoti.Ni ibiro bingahe bya karoti bitazakoreshwa?\n\n'}]	160	160
"Mu mujyi wa Soda,hari abaturage neza neza 23786.Muri bo harimo abagabo 8417 nabagore 9092.Abasigaye bose ni abana.I Soda hari abana bangahe?
"	6277	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMu mujyi wa Soda,hari abaturage neza neza 23786.Muri bo harimo abagabo 8417 nabagore 9092.Abasigaye bose ni abana.I Soda hari abana bangahe?\n\n'}]	3277	3277
"Elaine yabanje kugira amakarita 20 ya Pokemon.Nyuma yukwezi kumwe gusa,yari amaze gukusanya akubye incuro eshatu ayo yari amaze gukusanya. Mu kwezi kwa kabiri,yakusanyije amakarita 20 make ugereranyije nayo yakusanyije mu kwezi kwa mbere.Mu kwezi kwa gatatu,yakusanyije amakarita ya Pokémon akubye incuro ebyiri ayo yari yarakusanyije mu kwezi kwa mbere nukwa kabiri.Ubu afite amakarita angahe ya Pokémon icyarimwe?
"	320	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nElaine yabanje kugira amakarita 20 ya Pokemon.Nyuma yukwezi kumwe gusa,yari amaze gukusanya akubye incuro eshatu ayo yari amaze gukusanya. Mu kwezi kwa kabiri,yakusanyije amakarita 20 make ugereranyije nayo yakusanyije mu kwezi kwa mbere.Mu kwezi kwa gatatu,yakusanyije amakarita ya Pokémon akubye incuro ebyiri ayo yari yarakusanyije mu kwezi kwa mbere nukwa kabiri.Ubu afite amakarita angahe ya Pokémon icyarimwe?\n\n'}]	160	160
"Mark ni umwanditsi wandika ibitabo.Buri cyumweru akosora umubare ungana winteruro wabanditsi babiri batandukanye,buri wese akaba amuhemba amafaranga atandukanye kuri buri interuro. Umwanditsi B yishyura Mark amafaranga akubye kabiri ayo Umwanditsi A yishyura.Mark akosora umubare winteruro 1000 buri cyumweru,kandi Umwanditsi A amuhemba amasenti 5 kuri buri interuro.Mark abona amafaranga angana iki mu cyumweru?
"	7500	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMark ni umwanditsi wandika ibitabo.Buri cyumweru akosora umubare ungana winteruro wabanditsi babiri batandukanye,buri wese akaba amuhemba amafaranga atandukanye kuri buri interuro. Umwanditsi B yishyura Mark amafaranga akubye kabiri ayo Umwanditsi A yishyura.Mark akosora umubare winteruro 1000 buri cyumweru,kandi Umwanditsi A amuhemba amasenti 5 kuri buri interuro.Mark abona amafaranga angana iki mu cyumweru?\n\n'}]	15000	15000
"Baldur avoma amazi mu iriba.Buri gitondo ahabwa ibiseke bitanu byamazi,nibiseke bitandatu buri nyuma ya saa sita.Niba buri kibindi kirimo litiro 5 zamazi,ni litiro zamazi zingahe abona buri munsi?
"	55	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBaldur avoma amazi mu iriba.Buri gitondo ahabwa ibiseke bitanu byamazi,nibiseke bitandatu buri nyuma ya saa sita.Niba buri kibindi kirimo litiro 5 zamazi,ni litiro zamazi zingahe abona buri munsi?\n\n'}]	55	55
"John yatsindiye igihembo ku kazi.Igihembo gifite igihembo cyamafaranga yinshuro imwe yamadolari 5000 niyongera ryumushahara rya 5%.Niba ahembwa 2000 buri cyumweru,buri cyumweru cyumwaka kandi akabona igihembo ku munsi wa mbere wumwaka namafaranga angahe yabonye muri uwo mwaka?
"	114,200	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohn yatsindiye igihembo ku kazi.Igihembo gifite igihembo cyamafaranga yinshuro imwe yamadolari 5000 niyongera ryumushahara rya 5%.Niba ahembwa 2000 buri cyumweru,buri cyumweru cyumwaka kandi akabona igihembo ku munsi wa mbere wumwaka namafaranga angahe yabonye muri uwo mwaka?\n\n'}]	106000	106000
"Josie ahinga imizabibu mu isambu ye ya hegitari 10.Buri murima utanga toni 5 zimizabibu ku mwaka,kandi buri toni yimizabibu ituma haboneka ingunguru 2 za divayi.Ningunguru zingahe zumuzabibu isarurwa mu mwaka ku isambu ye?
"	100	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJosie ahinga imizabibu mu isambu ye ya hegitari 10.Buri murima utanga toni 5 zimizabibu ku mwaka,kandi buri toni yimizabibu ituma haboneka ingunguru 2 za divayi.Ningunguru zingahe zumuzabibu isarurwa mu mwaka ku isambu ye?\n\n'}]	100	100
"Ibyokurya Carl akunda cyane ni foromaje.Buri munsi muri iki cyumweru yaryaga isandwichi ku ifunguro rya saa sita kandi kuri buri sandwichi yakoreshaga uduce tubiri twiforomaje.Yafataga iforomaje namagi mu gitondo iminsi itatu mu cyumweru, agakoresha igice kimwe kumagi kurusha uko yakoreshaga kuri sandwichi.Yakoze isahani nini ya makaroni na foromaje yo kuryaho amafunguro menshi mu cyumweru kandi yakoresheje uduce 8 twa foromaje muri yo. Yakoresheje ibice bingahe byaforomaje?
"	31	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIbyokurya Carl akunda cyane ni foromaje.Buri munsi muri iki cyumweru yaryaga isandwichi ku ifunguro rya saa sita kandi kuri buri sandwichi yakoreshaga uduce tubiri twiforomaje.Yafataga iforomaje namagi mu gitondo iminsi itatu mu cyumweru, agakoresha igice kimwe kumagi kurusha uko yakoreshaga kuri sandwichi.Yakoze isahani nini ya makaroni na foromaje yo kuryaho amafunguro menshi mu cyumweru kandi yakoresheje uduce 8 twa foromaje muri yo. Yakoresheje ibice bingahe byaforomaje?\n\n'}]	34	34
"Janet yari afite amakaramu 22 yicyatsi nandi 10 yumuhondo. Hanyuma yaguze udufuka 6 twamakaramu yubururu nudufuka 2 twamakaramu yumutuku.Muri buri mufuka wubururu hari harimo amakaramu icyenda,naho mu mudufuka twumutuku hakaba harimo amakaramu atandatu.Janet afite amakaramu angahe ubu ngubu?
"	98	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJanet yari afite amakaramu 22 yicyatsi nandi 10 yumuhondo. Hanyuma yaguze udufuka 6 twamakaramu yubururu nudufuka 2 twamakaramu yumutuku.Muri buri mufuka wubururu hari harimo amakaramu icyenda,naho mu mudufuka twumutuku hakaba harimo amakaramu atandatu.Janet afite amakaramu angahe ubu ngubu?\n\n'}]	76	76
"Brinley ari mu ishuri rya Bwana. Bert ryigisha imibare.Bwana Bert buri gihembwe,akora ibizamini bitandatu.Yemereraga abanyeshuri gukuramo amanota make cyane muri mwayeni buri gihembwe.Niba Brinley afite amanota 89,71,92,100 na 86 mu bizamini bitanu bya mbere,ni amanota angahe agomba kubona mu bizamini bya gatandatu kugira ngo agire mwayeni ya 93?
"	98	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBrinley ari mu ishuri rya Bwana. Bert ryigisha imibare.Bwana Bert buri gihembwe,akora ibizamini bitandatu.Yemereraga abanyeshuri gukuramo amanota make cyane muri mwayeni buri gihembwe.Niba Brinley afite amanota 89,71,92,100 na 86 mu bizamini bitanu bya mbere,ni amanota angahe agomba kubona mu bizamini bya gatandatu kugira ngo agire mwayeni ya 93?\n\n'}]	94	94
"Michael akunda gutwara igare.Yajyaga aritwara nibura incuro 5 mu cyumweru,kandi buri gihe yagendaga ibirometero 25.Ibyo yabikoze mu gihe cyibyumweru bine,hanyuma afata icyemezo cyo kugenda ku igare inshuro ebyiri gusa mu cyumweru,ariko buri gihe agakora ibirometero 60,kandi yabikoze mu gihe cyibyumweru bitatu.Muri rusange, ni ibirometero bingahe Micheal yakoze?
"	860	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMichael akunda gutwara igare.Yajyaga aritwara nibura incuro 5 mu cyumweru,kandi buri gihe yagendaga ibirometero 25.Ibyo yabikoze mu gihe cyibyumweru bine,hanyuma afata icyemezo cyo kugenda ku igare inshuro ebyiri gusa mu cyumweru,ariko buri gihe agakora ibirometero 60,kandi yabikoze mu gihe cyibyumweru bitatu.Muri rusange, ni ibirometero bingahe Micheal yakoze?\n\n'}]	650	650
"Umufuko wa Joe wa bombo za Halloween,urimo shokola 25 na pome 80.Buri shokola ipima incuro ebyiri zapome ipfundikiye.Niba buri shokola ipima amagarama 40,igitebo cya Joe kirimo bombo gipima gute,ugereranyije muri garama?
"	2600	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUmufuko wa Joe wa bombo za Halloween,urimo shokola 25 na pome 80.Buri shokola ipima incuro ebyiri zapome ipfundikiye.Niba buri shokola ipima amagarama 40,igitebo cya Joe kirimo bombo gipima gute,ugereranyije muri garama?\n\n'}]	3240	3240
"Rose yagiye mu iduka kuwa mbere agura keki enye.Kuwa kabiri yagiye mu iduka ritandukanye maze agura keki akubye incuro eshatu izo yari afite.Kuwa gatatu yagiye murindi duka maze agura keki akubye incuro 5 izo yaguze kuwa kabiri.Nyuma yiyo minsi itatu yose,ni keki zingahe yaguze?
"	76	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRose yagiye mu iduka kuwa mbere agura keki enye.Kuwa kabiri yagiye mu iduka ritandukanye maze agura keki akubye incuro eshatu izo yari afite.Kuwa gatatu yagiye murindi duka maze agura keki akubye incuro 5 izo yaguze kuwa kabiri.Nyuma yiyo minsi itatu yose,ni keki zingahe yaguze?\n\n'}]	52	52
"Ibikombe makumyabiri iduzeni bigura amadolari 1200 make ugereranyije nigiciro cyibikombe igice cyiduzeni bitwara amadolari 6000 buri gikombe.Bara igiciro cya buri gikombe.
"	145	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIbikombe makumyabiri iduzeni bigura amadolari 1200 make ugereranyije nigiciro cyibikombe igice cyiduzeni bitwara amadolari 6000 buri gikombe.Bara igiciro cya buri gikombe.\n\n'}]	50	50
