question	choices	answer	subject	command_r	prompt
Niba gari ya moshi itwara imizigo igenda ku muvuduko wa kilometero 20 mu isaha mu masaha 6, izagenda ahangana gute?	['Ibirometero 120', 'Ibirometero 80', 'Ibirometero 26', 'Ibirometero 12']	A	elementary_mathematics	Ibirometero 80	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Niba gari ya moshi itwara imizigo igenda ku muvuduko wa kilometero 20 mu isaha mu masaha 6, izagenda ahangana gute?
 A)Ibirometero 120 B)Ibirometero 80 C)Ibirometero 26 D)Ibirometero 12"
Niyihe ntambwe isobanura uburyo bwo kubona agaciro ka a muri 6a = 72? 	['ongeraho 6 kumpande zombi ', 'gabanya impande zombi kuri 6', 'Gwiza impande zombi na 6 ', 'kuramo 6 kumpande zombi']	B	elementary_mathematics	D) kuramo 6 kumpande zombi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Niyihe ntambwe isobanura uburyo bwo kubona agaciro ka a muri 6a = 72? 
 A)ongeraho 6 kumpande zombi  B)gabanya impande zombi kuri 6 C)Gwiza impande zombi na 6  D)kuramo 6 kumpande zombi"
Umutoza Wu afite Imipira 30 yamaguru . Imipira 9 yumupira wamaguru irera. Imipira yamaguru isigaye nimwe mumabara atatu atandukanye (ubururu, umutuku, cyangwa icyatsi). Hari umubare ungana wimipira yubururu, yumweru wimbogamizi, nicyatsi kibisi.Nimipira ingahe yamaguru yicyatsi kibisi umutoza Wu afite?	['7', '10', '21', '39']	A	elementary_mathematics	C) 21	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Umutoza Wu afite Imipira 30 yamaguru . Imipira 9 yumupira wamaguru irera. Imipira yamaguru isigaye nimwe mumabara atatu atandukanye (ubururu, umutuku, cyangwa icyatsi). Hari umubare ungana wimipira yubururu, yumweru wimbogamizi, nicyatsi kibisi.Nimipira ingahe yamaguru yicyatsi kibisi umutoza Wu afite?
 A)7 B)10 C)21 D)39"
Ubushyuhe bwagabanutseho 11°F hagati ya 6 za nimugoroba na 10 zijoro. Byari 84°F saa 10 yijoro. Andika kandi ukemure ikigereranyo kugirango ubone t ubushyuhe saa 6 za nimugoroba.	['84 − 11 = t; 73°F', 't − 84 = 11; 95°F', '84 − t = 11; 73°F', 't − 11 = 84; 95°F']	D	elementary_mathematics	D)t − 11 = 84; 95°F	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ubushyuhe bwagabanutseho 11°F hagati ya 6 za nimugoroba na 10 zijoro. Byari 84°F saa 10 yijoro. Andika kandi ukemure ikigereranyo kugirango ubone t ubushyuhe saa 6 za nimugoroba.
 A)84 − 11 = t; 73°F B)t − 84 = 11; 95°F C)84 − t = 11; 73°F D)t − 11 = 84; 95°F"
Theresa yari afite umufuka wamabuye 72 yagaciro.Yashyize amabuye yagaciro mubyiciro 9 bingana.Niyihe nteruro yerekana uburyo bwo kubona umubare wa wamabuye yagaciro Theresa yashyize muri buri kiciro?	['72 ÷ 9 = 8', '72 – 9 = 63', '9 + 72 = 81', '9 ÷ 72 = 0.125']	A	elementary_mathematics	A) 72 ÷ 9 = 8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Theresa yari afite umufuka wamabuye 72 yagaciro.Yashyize amabuye yagaciro mubyiciro 9 bingana.Niyihe nteruro yerekana uburyo bwo kubona umubare wa wamabuye yagaciro Theresa yashyize muri buri kiciro?
 A)72 ÷ 9 = 8 B)72 – 9 = 63 C)9 + 72 = 81 D)9 ÷ 72 = 0.125"
Rob akoresha agasanduku 1 kibiryo byinjangwe buri minsi 5 kugirango agaburire injangweze.Ugereranyije nudusanduku tungahe twibiryo byinjangwe akoresha buri kwezi?	['udusanduku 2', 'udusanduku 4', 'udusanduku 5', 'udusanduku 6']	D	elementary_mathematics	D)udusanduku 6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rob akoresha agasanduku 1 kibiryo byinjangwe buri minsi 5 kugirango agaburire injangweze.Ugereranyije nudusanduku tungahe twibiryo byinjangwe akoresha buri kwezi?
 A)udusanduku 2 B)udusanduku 4 C)udusanduku 5 D)udusanduku 6"
Ni uwuhe mubare rusange mutoya wagabanya na 4 na 10? 	['14', '20', '40', '60']	B	elementary_mathematics	B) 20	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ni uwuhe mubare rusange mutoya wagabanya na 4 na 10? 
 A)14 B)20 C)40 D)60"
Shakisha 4 kuri 7 + 2 kuri 7. 	['6 kuri 14', '8 kuri 49', '14 kuri 28', '7 kuri 7']	D	elementary_mathematics	A) 6 kuri 14	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Shakisha 4 kuri 7 + 2 kuri 7. 
 A)6 kuri 14 B)8 kuri 49 C)14 kuri 28 D)7 kuri 7"
Hari imyaka ingahe mukinyacumi? 	['5', '10', '15', '20']	B	elementary_mathematics	D)20	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Hari imyaka ingahe mukinyacumi? 
 A)5 B)10 C)15 D)20"
Hariho iminsi 31 mukwezi kwa Mutarama. Michelle yakoze siporo 45 buri munsi wukwezi kwa Mutarama. Yakoresheje imvugo iri hepfo kugirango abone umubare wasiporo yakoze muri Mutarama. 31 × 45. Michelle yakoze siporo zingahe mukwezi kwa Mutarama? 	['125 gusunika', '279 gusunika', '1395 gusunika', '1406 gusunika']	C	elementary_mathematics	C)1395 gusunika	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Hariho iminsi 31 mukwezi kwa Mutarama. Michelle yakoze siporo 45 buri munsi wukwezi kwa Mutarama. Yakoresheje imvugo iri hepfo kugirango abone umubare wasiporo yakoze muri Mutarama. 31 × 45. Michelle yakoze siporo zingahe mukwezi kwa Mutarama? 
 A)125 gusunika B)279 gusunika C)1395 gusunika D)1406 gusunika"
Imibare ibiri yuzuye ifite umubare rusange mutoya zagabanya uri 60. Buri mubare uri munsi cyangwa uhwanye na 12.Umubare munini murirusange munini usanzwe wagabanya iyimibare ibiri ni 2. Iyi mibare yombi ni iyihe?	['6 na 10', '5 na 12', '10 na 12', '12 na 15']	C	elementary_mathematics	C)10 na 12	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Imibare ibiri yuzuye ifite umubare rusange mutoya zagabanya uri 60. Buri mubare uri munsi cyangwa uhwanye na 12.Umubare munini murirusange munini usanzwe wagabanya iyimibare ibiri ni 2. Iyi mibare yombi ni iyihe?
 A)6 na 10 B)5 na 12 C)10 na 12 D)12 na 15"
Suzuma −2 (x − 3) kuri x = 2. 	['-4', '-2', '10', '2']	D	elementary_mathematics	The correct answer is D) 2.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Suzuma −2 (x − 3) kuri x = 2. 
 A)-4 B)-2 C)10 D)2"
Hano hari karori 230 muri garama 4 zubwoko bwa ice cream. Hari karori zingahe muri garama 6 ziyi ice cream?	['232', '236', '345', '460']	C	elementary_mathematics	B) 236	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Hano hari karori 230 muri garama 4 zubwoko bwa ice cream. Hari karori zingahe muri garama 6 ziyi ice cream?
 A)232 B)236 C)345 D)460"
Gereranya 711 + 497. Igiteranyo kiri hagati yi yihe mibare?	['50 na 400', '450 na 700', '750 na 1,000', '1,050 na 1,300']	D	elementary_mathematics	C) 750 na 1	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gereranya 711 + 497. Igiteranyo kiri hagati yi yihe mibare?
 A)50 na 400 B)450 na 700 C)750 na 1 D)000"
Bwana Kohlberg afite iduka ryindabyo. Umunsi utangiye, yari afite amaroza 152. Bwana Kohlberg yagurishije amaroza 96 hanyuma ashaka gutandukanya amaroza asigaye angana muri vase 8.Hari ubwoko bwa roza bungahe muri buri vase? 	['7', '12', '48', '56']	A	elementary_mathematics	C)48	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Bwana Kohlberg afite iduka ryindabyo. Umunsi utangiye, yari afite amaroza 152. Bwana Kohlberg yagurishije amaroza 96 hanyuma ashaka gutandukanya amaroza asigaye angana muri vase 8.Hari ubwoko bwa roza bungahe muri buri vase? 
 A)7 B)12 C)48 D)56"
Gereranya 32 x 68.Igisubizo cyiri hagati yiyihe mibare? 	['18 na 28', '180 na 280', '1,800 na 2,800', '18,000 and 28,000']	C	elementary_mathematics	B) 180 na 280	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Gereranya 32 x 68.Igisubizo cyiri hagati yiyihe mibare? 
 A)18 na 28 B)180 na 280 C)1 D)800 na 2"
Andika ibipimo byibanze bya 77.Koresha ibyerekanwa aho bishoboka. 	['7 • 11^2 • 13', '7^2 • 11', '7 • 11 • 13', '7 • 11']	D	elementary_mathematics	D)7 • 11	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andika ibipimo byibanze bya 77.Koresha ibyerekanwa aho bishoboka. 
 A)7 • 11^2 • 13 B)7^2 • 11 C)7 • 11 • 13 D)7 • 11"
Ibinyamakuru bigura $2.99 buri kimwe kandi ibitabo bigura $6.99 buri kimwe kuri Old Town Newsstand.Icyarimwe giciro cyibinyamakuru 4 nibitabo 3 nangahe? 	['$20.93', '$28.93', '$32.93', '$48.93']	C	elementary_mathematics	The correct answer is C) $32.93	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ibinyamakuru bigura $2.99 buri kimwe kandi ibitabo bigura $6.99 buri kimwe kuri Old Town Newsstand.Icyarimwe giciro cyibinyamakuru 4 nibitabo 3 nangahe? 
 A)$20.93 B)$28.93 C)$32.93 D)$48.93"
Umi yakoze umuterere wimibare ikurikira wongeyeho ibingana buri gihe kugirango ubone umubare ukurikira. 20, 40, 60, 80, ... Ni uwuhe mubare wa munani mumuterere? 	['160', '240', '320', '640']	A	elementary_mathematics	D)640	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Umi yakoze umuterere wimibare ikurikira wongeyeho ibingana buri gihe kugirango ubone umubare ukurikira. 20, 40, 60, 80, ... Ni uwuhe mubare wa munani mumuterere? 
 A)160 B)240 C)320 D)640"
Andika 7 kuri 33 nkinyacumi. 	['0.021 usubiramo', '0.21 usubiramo', '0.22 usubiramo', '0.2121']	B	elementary_mathematics	C)0.22 usubiramo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andika 7 kuri 33 nkinyacumi. 
 A)0.021 usubiramo B)0.21 usubiramo C)0.22 usubiramo D)0.2121"
Ishuri rya Westview ririkugura imyenda mishya ya basketball. Buri mwambaro ugura $46. Ishuri rizagura imyenda 12. Ni ubuhe buringanire bwerekana uburyo bwo kubona igiciro cyose cyimyenda?	['(40 × 10) + (6 × 2) = 400 + 12', '(40 × 6) + (10 × 2) = 240 + 20', '(40 × 12) + (6 × 12) = 480 + 72', '(40 × 12) + (60 × 12) = 480 + 720']	C	elementary_mathematics	C)(40 × 12) + (6 × 12) = 480 + 72	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ishuri rya Westview ririkugura imyenda mishya ya basketball. Buri mwambaro ugura $46. Ishuri rizagura imyenda 12. Ni ubuhe buringanire bwerekana uburyo bwo kubona igiciro cyose cyimyenda?
 A)(40 × 10) + (6 × 2) = 400 + 12 B)(40 × 6) + (10 × 2) = 240 + 20 C)(40 × 12) + (6 × 12) = 480 + 72 D)(40 × 12) + (60 × 12) = 480 + 720"
Manuel yaguze imodoka yakoreshejwe ibihumbi bitandatu mirongo ine niicyenda byamadolari.Ni ikihe giciro cyimodoka yakoreshejwe Manuel yaguze byanditswe nkumubare? 	['$649', '$6,049', '$6,409', '$6,490']	B	elementary_mathematics	D)$6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Manuel yaguze imodoka yakoreshejwe ibihumbi bitandatu mirongo ine niicyenda byamadolari.Ni ikihe giciro cyimodoka yakoreshejwe Manuel yaguze byanditswe nkumubare? 
 A)$649 B)$6 C)049 D)$6"
Ejo hashize,Micah yariye umubare winkere.Yariye kandi umubare udasanzwe wa pome.Niyihe groupe ishobora kugereranya strawberry, S, na pome, A, Micah yariye ejo? 	['SSSSS; AAA', 'SSSSS; AAAA', 'SSSSSSSS; AAAA', 'SSSSSSSS; A']	D	elementary_mathematics	B)SSSSS; AAAA	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ejo hashize,Micah yariye umubare winkere.Yariye kandi umubare udasanzwe wa pome.Niyihe groupe ishobora kugereranya strawberry, S, na pome, A, Micah yariye ejo? 
 A)SSSSS; AAA B)SSSSS; AAAA C)SSSSSSSS; AAAA D)SSSSSSSS; A"
Ibiryo byinjangwe bigura $.47/lb.Umufuka wa 6-lb ugura angahe? 	['$2.82', '$2.97', '$6.47', '$12.77']	A	elementary_mathematics	D)$12.77	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Ibiryo byinjangwe bigura $.47/lb.Umufuka wa 6-lb ugura angahe? 
 A)$2.82 B)$2.97 C)$6.47 D)$12.77"
Andika 60 kuri ya 72 muburyo bworoshye. 	['4 kuri 6', '10 kuri 12', '15 kuri 17', '5 kuri 6']	D	elementary_mathematics	D) 5 kuri 6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andika 60 kuri ya 72 muburyo bworoshye. 
 A)4 kuri 6 B)10 kuri 12 C)15 kuri 17 D)5 kuri 6"
Andika igipimo cyibikombe 2 na 3 qt nkigice muburyo bworoshye. 	['3 kuri 2', '2 kuri 3', '2 kuri 12', '1 kuri 6']	D	elementary_mathematics	B) 2 kuri 3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Andika igipimo cyibikombe 2 na 3 qt nkigice muburyo bworoshye. 
 A)3 kuri 2 B)2 kuri 3 C)2 kuri 12 D)1 kuri 6"
Isomero rya Mills rifite ibitabo 1,007,199. Isomero rya Springvale rifite ibitabo 907,082. Niki muribi bikurikira kigereranya neza ibitabo byinshi Isomero rya Mills rifite kurusha Isomero rya Springvale? 	['ibitabo 100,000 ', 'ibitabo 80,000 ', 'ibitabo 10,000 ', 'ibitabo 8,000 ']	A	elementary_mathematics	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Isomero rya Mills rifite ibitabo 1,007,199. Isomero rya Springvale rifite ibitabo 907,082. Niki muribi bikurikira kigereranya neza ibitabo byinshi Isomero rya Mills rifite kurusha Isomero rya Springvale? 
 A)ibitabo 100 B)000  C)ibitabo 80 D)000 "
Pat adunda basketball inshuro 25 mumasegonda 30.Kuri kiriya gipimo,ninshuro zingahe Pat azadunda umupira mumasegonda 150?	['120', '125', '144', '145']	B	elementary_mathematics	C)144	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Pat adunda basketball inshuro 25 mumasegonda 30.Kuri kiriya gipimo,ninshuro zingahe Pat azadunda umupira mumasegonda 150?
 A)120 B)125 C)144 D)145"
Koresha umubare wumurongo kugirango ubone igiteranyo cya −9 + (−8). 	['-17', '1', '-1', '17']	A	elementary_mathematics	C)-1	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Koresha umubare wumurongo kugirango ubone igiteranyo cya −9 + (−8). 
 A)-17 B)1 C)-1 D)17"
