question	choices	answer	subject	command_r+	prompt
Aoki engunduka ya biloko exo tambola Na lombangoya 20 kilomètres Na heure, mulayi ya nzela na ye na 6 heures eko Zala boni?	['120 kilomètres', '80 kilomètres', '26 kilomètres', '12 kilomètres']	A	elementary_mathematics	120 kilomètres	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Aoki engunduka ya biloko exo tambola Na lombangoya 20 kilomètres Na heure, mulayi ya nzela na ye na 6 heures eko Zala boni?
 A)120 kilomètres B)80 kilomètres C)26 kilomètres D)12 kilomètres"
Etape nini ekolimbola ndenge ya kozwa valeur ya a na 6a = 72 ? 	"[""bakisa 6 n'a ngambo mibale"", 'kabola ba ngambo mibale na 6', 'yikinia ba ngambo mibale na 6', 'longola 6 na ngambo mibale']"	B	elementary_mathematics	D)longola 6 na ngambo mibale	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Etape nini ekolimbola ndenge ya kozwa valeur ya a na 6a = 72 ? 
 A)bakisa 6 n'a ngambo mibale B)kabola ba ngambo mibale na 6 C)yikinia ba ngambo mibale na 6 D)longola 6 na ngambo mibale"
Temperature ekiti na 11°F kati ya 18h na 22h. Na 22h, esalaki 84°F na 22h. Koma mpe résoudre équation oyo ekosalisa kotala température (t) na 18h.	['84 − 11 = t; 73°F', 't − 84 = 11; 95°F', '84 − t = 11; 73°F', 't − 11 = 84; 95°F']	D	elementary_mathematics	C)73°F	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Temperature ekiti na 11°F kati ya 18h na 22h. Na 22h, esalaki 84°F na 22h. Koma mpe résoudre équation oyo ekosalisa kotala température (t) na 18h.
 A)84 − 11 = t; 73°F B)t − 84 = 11; 95°F C)84 − t = 11; 73°F D)t − 11 = 84; 95°F"
Entraîneur Wu ezali na nyoso 30 ballon ya football mpe 9 ballon ya mpembe. Stock etikali ezali na ballon misato ya langi ya kokesena lokola blue, rose na vert. Motuya boni ya ballon ya vert entraîneur Wu azali na yango ? 	['7', '10', '21', '39']	A	elementary_mathematics	C)21	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Entraîneur Wu ezali na nyoso 30 ballon ya football mpe 9 ballon ya mpembe. Stock etikali ezali na ballon misato ya langi ya kokesena lokola blue, rose na vert. Motuya boni ya ballon ya vert entraîneur Wu azali na yango ? 
 A)7 B)10 C)21 D)39"
Thérèse azalaki na sac ya 72 billet akaboli na maboke 9 ya kokokana. Phrase ya numérique ekolakisa ndenge ya kozwa motango ya billes batiyi na liboke moko na moko na Thérèse ?	['72 ÷ 9 = 8', '72 – 9 = 63', '9 + 72 = 81', '9 ÷ 72 = 0,125']	A	elementary_mathematics	A)72 ÷ 9 = 8	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Thérèse azalaki na sac ya 72 billet akaboli na maboke 9 ya kokokana. Phrase ya numérique ekolakisa ndenge ya kozwa motango ya billes batiyi na liboke moko na moko na Thérèse ?
 A)72 ÷ 9 = 8 B)72 – 9 = 63 C)9 + 72 = 81 D)9 ÷ 72 = 0"
Rob asaleli engbongolo ya kolia mpo na ba pusi na mikolo 5 nyoso mpo na koleisa ba pusi na ye. Motuya boni ya bingbongolo ya bilei akosalela na moyenne mpo na koleisa ba pusi na ye mpo na sanza moko ?	['Engbongolo 2', 'Engbongolo 4', 'Engbongolo 5', 'Engbongolo 6']	D	elementary_mathematics	Engbongolo 5	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Rob asaleli engbongolo ya kolia mpo na ba pusi na mikolo 5 nyoso mpo na koleisa ba pusi na ye. Motuya boni ya bingbongolo ya bilei akosalela na moyenne mpo na koleisa ba pusi na ye mpo na sanza moko ?
 A)Engbongolo 2 B)Engbongolo 4 C)Engbongolo 5 D)Engbongolo 6"
Motango nini ya moke ya commun ya koyikinia na 4 mpe 10 ?	['14', '20', '40', '60']	B	elementary_mathematics	A)14	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Motango nini ya moke ya commun ya koyikinia na 4 mpe 10 ?
 A)14 B)20 C)40 D)60"
silisa opération Oyo 4 sur 7 + 2 sur 7.	['6 likolo ya 14', '8 likolo ya 49', '14 likolo ya 28', '6 likolo ya 7']	D	elementary_mathematics	A)6 likolo ya 14	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: silisa opération Oyo 4 sur 7 + 2 sur 7.
 A)6 likolo ya 14 B)8 likolo ya 49 C)14 likolo ya 28 D)6 likolo ya 7"
ba mbula boni eza nakati ya zomi?	['5', '10', '15', '20']	B	elementary_mathematics	C)15	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: ba mbula boni eza nakati ya zomi?
 A)5 B)10 C)15 D)20"
Sanza ya janvier ezali na mikolo 31. Mpo na mikolo nyoso ya sanza, Michelle asali 45 pompe. Mpo na kozwa motango ya pompe oyo asali na janvier, Michelle asaleli liloba oyo elandi : 31 x 45. Motuya boni ya pompe Michelle asaleli na ntango ya sanza ya janvier ?	['125 pompes', '279 pompes', '1395 pompes', '1406 pompes']	C	elementary_mathematics	D)1406 pompes	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Sanza ya janvier ezali na mikolo 31. Mpo na mikolo nyoso ya sanza, Michelle asali 45 pompe. Mpo na kozwa motango ya pompe oyo asali na janvier, Michelle asaleli liloba oyo elandi : 31 x 45. Motuya boni ya pompe Michelle asaleli na ntango ya sanza ya janvier ?
 A)125 pompes B)279 pompes C)1395 pompes D)1406 pompes"
Motango ya moke commun koyikinia ya mibale motango ezali koyikinia na 60. Motango nyoso ezali na nse to ekokani na 12. Facteur ya monene commun na mitango mibale ezali 2. Mitango nini ezali ?	['6 na 10', '5 na 12', '10 na 12', '12 na 15']	C	elementary_mathematics	C)10 na 12	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Motango ya moke commun koyikinia ya mibale motango ezali koyikinia na 60. Motango nyoso ezali na nse to ekokani na 12. Facteur ya monene commun na mitango mibale ezali 2. Mitango nini ezali ?
 A)6 na 10 B)5 na 12 C)10 na 12 D)12 na 15"
Sala opération oyo elandi nsima :-2(x - 3) mpo na x = 2.	['-4', '-2', '10', '2']	D	elementary_mathematics	-4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Sala opération oyo elandi nsima :-2(x - 3) mpo na x = 2.
 A)-4 B)-2 C)10 D)2"
4 once na lolenge ya crème glacée ezali na 230 calories. Motuya boni ya calorie ezali na 6 once ya crème glacée oyo ?	['232', '236', '345', '460']	C	elementary_mathematics	D)460	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: 4 once na lolenge ya crème glacée ezali na 230 calories. Motuya boni ya calorie ezali na 6 once ya crème glacée oyo ?
 A)232 B)236 C)345 D)460"
sala bo pembeni ya 711+497 PE lakisa Na kati ya motango Nini lisanga Na Bangor eza?	['50 PE 400', '450 PE 700', '750 PE 1000', '1050 PE 1300']	D	elementary_mathematics	D)1050 PE 1300	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: sala bo pembeni ya 711+497 PE lakisa Na kati ya motango Nini lisanga Na Bangor eza?
 A)50 PE 400 B)450 PE 700 C)750 PE 1000 D)1050 PE 1300"
M. Kohlberg azali nkolo ya magasin ya fulele. Na ebandeli ya mokolo, azalaki na 152 rose na stock. Na nsima ya koteka 96 ya ba rose oyo, M. Kohlberg alingi akabola ba rose etikali na 8 vase. Rose boni ekozala na vase moko na moko ?	['7', '12', '48', '56']	A	elementary_mathematics	C)48	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: M. Kohlberg azali nkolo ya magasin ya fulele. Na ebandeli ya mokolo, azalaki na 152 rose na stock. Na nsima ya koteka 96 ya ba rose oyo, M. Kohlberg alingi akabola ba rose etikali na 8 vase. Rose boni ekozala na vase moko na moko ?
 A)7 B)12 C)48 D)56"
sala kalcule ya operation 32*68, PE lakisa kati na motango Nini eyano ezali?	['18 PE 28', '180 PE 280', '1.800 PE 2.800', '18.000 PE 28.000']	C	elementary_mathematics	D)18.000 PE 28.000	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: sala kalcule ya operation 32*68, PE lakisa kati na motango Nini eyano ezali?
 A)18 PE 28 B)180 PE 280 C)1.800 PE 2.800 D)18.000 PE 28.000"
koma factorisation ya motango ya liboso ya 77. salela ba exposant soki esengeli	['7 • 11^2 • 13', '7^2 • 11', '7 • 11 • 13', '7 • 11']	D	elementary_mathematics	A)7 • 11^2 • 13	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: koma factorisation ya motango ya liboso ya 77. salela ba exposant soki esengeli
 A)7 • 11^2 • 13 B)7^2 • 11 C)7 • 11 • 13 D)7 • 11"
Na kiosque ya journal ya Old Town, magazine moko ezali na ntalo ya 2,99 $ mpe buku etekami na 6,99 $ . Mbongo boni na nyoso mpo na kosomba magazine 4 na mpe buku 3 ?	['20, 93 dollars US', '28, 93 dollars US', '32, 93 dollars US', '48,93 dollars US']	C	elementary_mathematics	93 dollars US	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Na kiosque ya journal ya Old Town, magazine moko ezali na ntalo ya 2,99 $ mpe buku etekami na 6,99 $ . Mbongo boni na nyoso mpo na kosomba magazine 4 na mpe buku 3 ?
 A)20 B)93 dollars US C)28 D)93 dollars US"
Umi asali model ya numérique na kokotisa motango moko na mbala nyoso. Azwi sequence oyo elandi: 20, 40, 60, 80, ... Motango ya moambe ekozala nini na kolanda ?	['160', '240', '320', '640']	A	elementary_mathematics	C)320	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Umi asali model ya numérique na kokotisa motango moko na mbala nyoso. Azwi sequence oyo elandi: 20, 40, 60, 80, ... Motango ya moambe ekozala nini na kolanda ?
 A)160 B)240 C)320 D)640"
koma 7 likolo ya 33 na lolenge ya décimale 	['0,021 répétition', '0,21', '0,22 repetition', '0, 2121']	B	elementary_mathematics	B)021 répétition	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: koma 7 likolo ya 33 na lolenge ya décimale 
 A)0 B)021 répétition C)0 D)21"
Eteyelo Westview ezwi equipement ya sika 12 ya basketball na ntalo ya 46 $ na moko. Equation nini ekosalisa mpo na calcul ya ntalo total ya ba uniforme ?	['(40 × 10) + (6 × 2) = 400 + 12', '(40 × 6) + (10 × 2) = 240 + 20', '(40 × 12) + (6 × 12) = 480 + 72', '(40 × 12) + (60 × 12) = 480 + 720']	C	elementary_mathematics	D) (40 x 12) + (60 x 12) = 480 + 720	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Eteyelo Westview ezwi equipement ya sika 12 ya basketball na ntalo ya 46 $ na moko. Equation nini ekosalisa mpo na calcul ya ntalo total ya ba uniforme ?
 A)(40 × 10) + (6 × 2) = 400 + 12 B)(40 × 6) + (10 × 2) = 240 + 20 C)(40 × 12) + (6 × 12) = 480 + 72 D)(40 × 12) + (60 × 12) = 480 + 720"
Manuel asombi motuka ya occasion na mille motoba na ntuku minei na libwa dollars. Motango nini ya ntalo ya motuka ya occasion esombami na Manuel ?	['649 dollars US', '6049 dollars US', '6409 dollars US', '6490 dollars US']	B	elementary_mathematics	C)6409 dollars US	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Manuel asombi motuka ya occasion na mille motoba na ntuku minei na libwa dollars. Motango nini ya ntalo ya motuka ya occasion esombami na Manuel ?
 A)649 dollars US B)6049 dollars US C)6409 dollars US D)6490 dollars US"
Lobi, Micah alei motuya mibale ya fraises. Alei pe lisusu motuya ya impair ya pommes. Lisanga nini ekoki kolakisa ba fraises, F, na pomme, P, oyo Micah alei lobi ?	['FFFFF; PPP', 'FFFFF; PPPP', 'FFFFFFFF; PPPP', 'FFFFFFFF; P']	D	elementary_mathematics	D)FFFFFFFF; P	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Lobi, Micah alei motuya mibale ya fraises. Alei pe lisusu motuya ya impair ya pommes. Lisanga nini ekoki kolakisa ba fraises, F, na pomme, P, oyo Micah alei lobi ?
 A)FFFFF; PPP B)FFFFF; PPPP C)FFFFFFFF; PPPP D)FFFFFFFF; P"
Bilei ya pusi ezali na ntalo ya 47 $/livre. Motuya boni ya ntalo ya sac ya 6 livre ?	['2, 82 dollar US', '2, 97 dollar US', '6, 47 dollar US', '12,77 dollar US']	A	elementary_mathematics	82 dollar US	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Bilei ya pusi ezali na ntalo ya 47 $/livre. Motuya boni ya ntalo ya sac ya 6 livre ?
 A)2 B)82 dollar US C)2 D)97 dollar US"
koma 60 likolo ya 72 na ndenge ya pete	['4 likolo ya 6', '10 likolo ya 12', '15 likolo ya 17', '5 likolo ya 6']	D	elementary_mathematics	D)5 likolo ya 6	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: koma 60 likolo ya 72 na ndenge ya pete
 A)4 likolo ya 6 B)10 likolo ya 12 C)15 likolo ya 17 D)5 likolo ya 6"
Lakisa makoma ya 2 tasse na 3 qt na lolenge ya fraction lolenge ya plus simple.	['3 likolo 2', '2 likolo 3', '2 likolo 12', '1 likolo 6']	D	elementary_mathematics	2 likolo 3	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: Lakisa makoma ya 2 tasse na 3 qt na lolenge ya fraction lolenge ya plus simple.
 A)3 likolo 2 B)2 likolo 3 C)2 likolo 12 D)1 likolo 6"
ndaku ya buku ya mills ezali na 1007199 biki, Oyo ya spring ale eza na yango 907 082. eyano Nini kati Na biyano Oyo elandi ezali estimation ya malamu koleka ya motango ya ba buku ya likolo Oyo ezali Na ndaku ya buku ya Mills na bokeseni ya Oyo ya speingvale?	['100000 buku', '80 000 buku', '10000 buku', '8000 buku']	A	elementary_mathematics	A)100000 buku	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: ndaku ya buku ya mills ezali na 1007199 biki, Oyo ya spring ale eza na yango 907 082. eyano Nini kati Na biyano Oyo elandi ezali estimation ya malamu koleka ya motango ya ba buku ya likolo Oyo ezali Na ndaku ya buku ya Mills na bokeseni ya Oyo ya speingvale?
 A)100000 buku B)80 000 buku C)10000 buku D)8000 buku"
pat Azo dendisa mbuma ya basketball mbala 25  na 30 secondes. Meka ko pesa, Na rythme Moko Wana, motango ya ba mbala Oyo pat Ako dendisa mbuma na 150 secondes?	['120', '125', '144', '145']	B	elementary_mathematics	D)145	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about elementary_mathematics. Return the correct option only
user: pat Azo dendisa mbuma ya basketball mbala 25  na 30 secondes. Meka ko pesa, Na rythme Moko Wana, motango ya ba mbala Oyo pat Ako dendisa mbuma na 150 secondes?
 A)120 B)125 C)144 D)145"
